id_student,code_module,code_presentation,id_site,date,sum_click,activity_type
140,AAA,2024J,55,74,5,quiz
140,AAA,2024J,419,101,16,subpage
140,AAA,2024J,7,90,4,url
140,AAA,2024J,317,38,17,page
140,AAA,2024J,52,93,12,oucontent
140,AAA,2024J,485,164,16,resource
140,AAA,2024J,75,156,12,subpage
140,AAA,2024J,368,25,19,resource
140,AAA,2024J,252,121,19,subpage
140,AAA,2024J,257,77,14,url
140,AAA,2024J,61,10,11,resource
140,AAA,2024J,466,-10,5,quiz
140,AAA,2024J,4,-13,19,resource
140,AAA,2024J,70,155,17,oucontent
140,AAA,2024J,250,92,11,quiz
140,AAA,2024J,467,138,12,subpage
140,AAA,2024J,291,125,18,subpage
140,AAA,2024J,220,95,15,subpage
140,AAA,2024J,81,175,14,url
140,AAA,2024J,224,11,14,page
140,AAA,2024J,109,83,1,resource
140,AAA,2024J,474,37,5,subpage
140,AAA,2024J,338,57,5,page
140,AAA,2024J,315,142,9,subpage
140,AAA,2024J,20,42,15,resource
140,AAA,2024J,380,149,13,oucontent
140,AAA,2024J,372,166,16,quiz
140,AAA,2024J,133,81,16,url
140,AAA,2024J,223,103,1,forumng
140,AAA,2024J,129,68,4,subpage
140,AAA,2024J,363,-10,1,quiz
141,AAA,2024J,493,-30,7,quiz
141,AAA,2024J,112,184,5,quiz
141,AAA,2024J,117,13,16,forumng
141,AAA,2024J,172,-25,10,subpage
141,AAA,2024J,489,9,6,quiz
141,AAA,2024J,499,-28,6,page
141,AAA,2024J,141,113,13,oucontent
141,AAA,2024J,440,42,2,quiz
141,AAA,2024J,353,200,17,subpage
141,AAA,2024J,417,85,11,url
141,AAA,2024J,183,153,17,page
141,AAA,2024J,358,187,2,oucontent
141,AAA,2024J,385,24,1,page
141,AAA,2024J,406,133,3,homepage
141,AAA,2024J,169,161,13,url
141,AAA,2024J,380,-20,1,quiz
141,AAA,2024J,483,85,10,resource
141,AAA,2024J,269,65,13,page
141,AAA,2024J,163,126,5,url
141,AAA,2024J,12,155,18,page
141,AAA,2024J,140,149,4,forumng
141,AAA,2024J,437,163,12,homepage
141,AAA,2024J,170,86,16,quiz
141,AAA,2024J,157,36,19,quiz
141,AAA,2024J,127,130,19,oucontent
141,AAA,2024J,156,-6,18,resource
141,AAA,2024J,202,115,10,oucontent
141,AAA,2024J,142,187,2,url
141,AAA,2024J,101,166,13,forumng
141,AAA,2024J,382,44,11,resource
141,AAA,2024J,39,121,14,homepage
141,AAA,2024J,328,-18,6,oucontent
141,AAA,2024J,219,8,11,quiz
141,AAA,2024J,449,96,20,oucontent
141,AAA,2024J,193,77,5,url
141,AAA,2024J,439,28,9,resource
141,AAA,2024J,238,197,18,resource
141,AAA,2024J,155,187,17,homepage
141,AAA,2024J,313,107,13,forumng
141,AAA,2024J,333,156,18,quiz
141,AAA,2024J,153,-4,14,oucontent
141,AAA,2024J,493,138,4,resource
141,AAA,2024J,299,187,8,quiz
141,AAA,2024J,238,107,12,page
141,AAA,2024J,47,40,6,oucontent
141,AAA,2024J,261,152,16,quiz
141,AAA,2024J,7,94,9,url
141,AAA,2024J,475,48,16,resource
141,AAA,2024J,199,107,19,url
141,AAA,2024J,33,138,8,homepage
141,AAA,2024J,19,35,18,homepage
141,AAA,2024J,469,99,14,oucontent
141,AAA,2024J,375,152,17,subpage
141,AAA,2024J,373,51,11,page
141,AAA,2024J,145,-5,6,page
141,AAA,2024J,301,-22,7,resource
141,AAA,2024J,43,122,6,resource
141,AAA,2024J,172,8,19,forumng
141,AAA,2024J,487,28,11,subpage
141,AAA,2024J,69,130,10,resource
141,AAA,2024J,442,12,14,quiz
141,AAA,2024J,357,73,6,homepage
141,AAA,2024J,288,78,11,quiz
141,AAA,2024J,401,75,2,homepage
141,AAA,2024J,78,151,17,forumng
141,AAA,2024J,156,173,3,resource
141,AAA,2024J,40,183,4,oucontent
141,AAA,2024J,47,-23,12,homepage
141,AAA,2024J,401,9,13,resource
141,AAA,2024J,437,190,11,forumng
141,AAA,2024J,407,193,9,oucontent
141,AAA,2024J,475,88,15,resource
141,AAA,2024J,140,135,3,homepage
141,AAA,2024J,470,49,12,oucontent
141,AAA,2024J,267,193,18,page
141,AAA,2024J,149,74,14,homepage
141,AAA,2024J,486,176,20,homepage
141,AAA,2024J,350,151,9,forumng
141,AAA,2024J,195,9,1,forumng
141,AAA,2024J,449,150,4,forumng
141,AAA,2024J,151,182,13,url
141,AAA,2024J,444,-6,7,page
141,AAA,2024J,418,7,18,resource
141,AAA,2024J,66,-3,6,subpage
141,AAA,2024J,156,-11,9,quiz
141,AAA,2024J,213,28,14,homepage
141,AAA,2024J,312,14,11,forumng
141,AAA,2024J,472,38,18,forumng
141,AAA,2024J,493,163,19,page
141,AAA,2024J,421,54,6,quiz
141,AAA,2024J,448,58,16,homepage
141,AAA,2024J,30,180,12,quiz
141,AAA,2024J,269,5,10,url
141,AAA,2024J,491,190,7,oucontent
141,AAA,2024J,329,129,2,resource
141,AAA,2024J,48,150,14,homepage
141,AAA,2024J,428,152,20,quiz
141,AAA,2024J,315,15,8,forumng
141,AAA,2024J,402,156,14,resource
141,AAA,2024J,196,19,3,forumng
141,AAA,2024J,53,172,1,homepage
141,AAA,2024J,254,22,9,oucontent
141,AAA,2024J,409,1,5,homepage
141,AAA,2024J,215,128,20,quiz
141,AAA,2024J,26,-21,16,page
141,AAA,2024J,351,186,11,page
141,AAA,2024J,186,-7,12,forumng
141,AAA,2024J,71,68,7,url
141,AAA,2024J,214,97,10,quiz
141,AAA,2024J,361,186,20,resource
141,AAA,2024J,145,158,11,page
141,AAA,2024J,408,100,12,homepage
141,AAA,2024J,173,118,4,homepage
141,AAA,2024J,161,120,20,homepage
141,AAA,2024J,193,61,1,subpage
141,AAA,2024J,66,180,13,quiz
141,AAA,2024J,422,165,5,forumng
141,AAA,2024J,50,157,2,subpage
141,AAA,2024J,187,-6,8,homepage
141,AAA,2024J,240,100,2,subpage
141,AAA,2024J,1,28,6,url
141,AAA,2024J,248,75,16,quiz
141,AAA,2024J,320,140,14,page
141,AAA,2024J,3,157,14,url
141,AAA,2024J,29,-8,17,homepage
141,AAA,2024J,339,129,3,homepage
141,AAA,2024J,336,90,5,quiz
141,AAA,2024J,88,96,6,url
141,AAA,2024J,270,167,11,forumng
141,AAA,2024J,175,-1,15,homepage
141,AAA,2024J,133,21,7,url
141,AAA,2024J,294,173,3,page
141,AAA,2024J,452,176,3,homepage
141,AAA,2024J,120,-17,11,page
141,AAA,2024J,21,130,11,subpage
141,AAA,2024J,113,137,10,url
141,AAA,2024J,321,32,16,url
141,AAA,2024J,192,95,2,quiz
141,AAA,2024J,206,23,18,forumng
141,AAA,2024J,289,23,20,oucontent
141,AAA,2024J,205,99,7,quiz
141,AAA,2024J,334,119,8,url
141,AAA,2024J,41,142,3,forumng
141,AAA,2024J,183,5,14,url
141,AAA,2024J,52,172,13,forumng
141,AAA,2024J,221,-18,10,subpage
141,AAA,2024J,117,150,1,forumng
141,AAA,2024J,32,45,13,quiz
141,AAA,2024J,52,64,9,oucontent
141,AAA,2024J,438,68,18,oucontent
141,AAA,2024J,73,86,11,quiz
141,AAA,2024J,432,165,8,subpage
141,AAA,2024J,32,-21,19,oucontent
141,AAA,2024J,350,198,5,url
141,AAA,2024J,397,190,3,resource
141,AAA,2024J,243,91,4,forumng
141,AAA,2024J,361,60,7,quiz
141,AAA,2024J,124,95,4,page
141,AAA,2024J,149,173,6,resource
141,AAA,2024J,176,-4,5,resource
141,AAA,2024J,356,166,19,oucontent
141,AAA,2024J,222,179,20,subpage
141,AAA,2024J,4,77,19,page
141,AAA,2024J,241,-20,7,forumng
141,AAA,2024J,52,63,8,resource
141,AAA,2024J,409,-24,8,quiz
141,AAA,2024J,278,167,17,quiz
141,AAA,2024J,171,19,20,url
142,DDD,2024B,15,81,7,resource
142,DDD,2024B,33,9,20,resource
142,DDD,2024B,136,46,5,subpage
142,DDD,2024B,473,108,3,url
142,DDD,2024B,431,54,9,homepage
142,DDD,2024B,71,32,16,url
142,DDD,2024B,176,-4,9,quiz
142,DDD,2024B,94,34,5,forumng
142,DDD,2024B,291,64,5,oucontent
142,DDD,2024B,38,97,20,oucontent
142,DDD,2024B,5,131,16,url
142,DDD,2024B,41,40,4,url
142,DDD,2024B,266,142,13,oucontent
142,DDD,2024B,423,125,16,subpage
142,DDD,2024B,327,3,17,url
142,DDD,2024B,99,52,17,resource
142,DDD,2024B,85,163,19,resource
142,DDD,2024B,223,130,14,homepage
142,DDD,2024B,138,189,1,homepage
142,DDD,2024B,297,158,18,subpage
142,DDD,2024B,217,158,18,page
142,DDD,2024B,34,-20,16,oucontent
142,DDD,2024B,487,-11,12,resource
142,DDD,2024B,442,106,9,page
142,DDD,2024B,145,163,9,homepage
142,DDD,2024B,31,-15,11,url
142,DDD,2024B,128,145,3,oucontent
142,DDD,2024B,84,2,14,url
142,DDD,2024B,496,119,6,subpage
142,DDD,2024B,227,9,6,url
142,DDD,2024B,158,132,12,homepage
143,BBB,2024J,131,110,8,forumng
143,BBB,2024J,147,1,12,url
143,BBB,2024J,345,155,13,oucontent
143,BBB,2024J,21,69,11,forumng
143,BBB,2024J,258,28,12,forumng
143,BBB,2024J,278,59,17,forumng
143,BBB,2024J,302,116,4,homepage
143,BBB,2024J,477,26,9,page
143,BBB,2024J,351,87,9,url
143,BBB,2024J,316,160,19,forumng
143,BBB,2024J,444,171,18,forumng
143,BBB,2024J,361,24,20,resource
143,BBB,2024J,386,1,3,subpage
143,BBB,2024J,28,194,18,subpage
143,BBB,2024J,378,7,3,oucontent
143,BBB,2024J,438,-4,14,resource
143,BBB,2024J,471,198,15,quiz
143,BBB,2024J,183,5,3,page
143,BBB,2024J,431,22,4,homepage
143,BBB,2024J,407,7,20,subpage
143,BBB,2024J,49,25,5,quiz
143,BBB,2024J,478,53,5,resource
143,BBB,2024J,29,-30,15,url
143,BBB,2024J,437,175,20,page
143,BBB,2024J,461,-11,1,forumng
143,BBB,2024J,268,35,10,homepage
143,BBB,2024J,402,40,8,homepage
143,BBB,2024J,278,-16,13,quiz
143,BBB,2024J,170,75,17,resource
143,BBB,2024J,435,50,7,subpage
143,BBB,2024J,80,66,5,subpage
143,BBB,2024J,124,167,20,subpage
143,BBB,2024J,142,68,14,forumng
143,BBB,2024J,291,38,10,quiz
143,BBB,2024J,357,62,19,oucontent
143,BBB,2024J,186,-27,10,forumng
143,BBB,2024J,240,-17,7,oucontent
143,BBB,2024J,238,64,20,resource
143,BBB,2024J,95,74,20,homepage
143,BBB,2024J,247,192,16,oucontent
143,BBB,2024J,311,76,5,forumng
143,BBB,2024J,108,17,5,homepage
143,BBB,2024J,314,124,13,quiz
143,BBB,2024J,232,7,5,forumng
143,BBB,2024J,18,172,16,homepage
143,BBB,2024J,70,-13,2,homepage
143,BBB,2024J,282,188,10,homepage
143,BBB,2024J,188,91,17,oucontent
143,BBB,2024J,75,3,16,oucontent
143,BBB,2024J,160,143,17,forumng
143,BBB,2024J,316,121,8,resource
143,BBB,2024J,264,96,11,page
143,BBB,2024J,422,99,16,subpage
143,BBB,2024J,28,39,12,subpage
143,BBB,2024J,203,108,16,quiz
143,BBB,2024J,234,82,1,subpage
143,BBB,2024J,247,193,7,page
143,BBB,2024J,419,114,13,page
143,BBB,2024J,73,180,18,homepage
143,BBB,2024J,210,21,15,resource
143,BBB,2024J,481,151,19,url
143,BBB,2024J,207,145,12,homepage
143,BBB,2024J,96,-8,7,forumng
143,BBB,2024J,270,93,5,oucontent
143,BBB,2024J,328,20,20,url
143,BBB,2024J,314,199,15,homepage
143,BBB,2024J,113,108,10,homepage
143,BBB,2024J,78,81,13,oucontent
143,BBB,2024J,189,129,8,quiz
143,BBB,2024J,159,49,3,url
143,BBB,2024J,438,107,16,page
143,BBB,2024J,478,82,10,forumng
143,BBB,2024J,375,115,19,url
143,BBB,2024J,257,1,18,subpage
143,BBB,2024J,264,67,1,homepage
143,BBB,2024J,390,120,7,oucontent
143,BBB,2024J,225,-25,20,quiz
143,BBB,2024J,150,42,17,resource
143,BBB,2024J,426,91,12,forumng
143,BBB,2024J,418,3,11,subpage
143,BBB,2024J,495,123,3,oucontent
143,BBB,2024J,494,165,12,forumng
143,BBB,2024J,469,5,11,homepage
143,BBB,2024J,15,200,7,homepage
143,BBB,2024J,295,109,15,subpage
143,BBB,2024J,244,157,14,homepage
143,BBB,2024J,90,139,16,page
143,BBB,2024J,489,-16,7,subpage
143,BBB,2024J,453,4,4,forumng
143,BBB,2024J,471,193,17,subpage
143,BBB,2024J,207,131,7,homepage
143,BBB,2024J,362,20,20,oucontent
143,BBB,2024J,423,100,12,quiz
143,BBB,2024J,139,89,8,quiz
143,BBB,2024J,150,-25,17,subpage
143,BBB,2024J,201,31,5,resource
143,BBB,2024J,375,82,11,homepage
143,BBB,2024J,480,80,2,url
143,BBB,2024J,497,152,15,resource
143,BBB,2024J,412,106,17,homepage
144,BBB,2024J,234,85,20,url
144,BBB,2024J,63,128,16,quiz
144,BBB,2024J,436,53,11,oucontent
144,BBB,2024J,457,26,20,resource
144,BBB,2024J,368,74,5,page
144,BBB,2024J,151,-22,20,resource
144,BBB,2024J,490,42,4,forumng
144,BBB,2024J,434,76,5,subpage
144,BBB,2024J,463,30,7,subpage
144,BBB,2024J,206,-2,16,oucontent
144,BBB,2024J,25,118,2,subpage
144,BBB,2024J,72,85,10,page
144,BBB,2024J,31,192,19,url
144,BBB,2024J,372,0,20,forumng
144,BBB,2024J,101,-8,2,page
144,BBB,2024J,168,46,12,oucontent
144,BBB,2024J,18,123,1,subpage
144,BBB,2024J,315,59,6,homepage
144,BBB,2024J,466,63,16,homepage
144,BBB,2024J,284,188,7,oucontent
144,BBB,2024J,338,181,5,quiz
144,BBB,2024J,409,31,1,subpage
144,BBB,2024J,255,-17,17,subpage
144,BBB,2024J,255,130,3,quiz
144,BBB,2024J,134,171,5,url
144,BBB,2024J,374,169,13,resource
144,BBB,2024J,323,7,12,page
144,BBB,2024J,450,126,18,resource
144,BBB,2024J,356,186,6,subpage
144,BBB,2024J,401,18,4,quiz
144,BBB,2024J,423,-23,7,homepage
144,BBB,2024J,366,108,20,oucontent
144,BBB,2024J,387,143,12,quiz
144,BBB,2024J,458,31,3,resource
144,BBB,2024J,464,44,1,oucontent
144,BBB,2024J,49,156,12,subpage
144,BBB,2024J,261,-18,1,url
144,BBB,2024J,83,-16,15,quiz
144,BBB,2024J,239,-12,16,resource
144,BBB,2024J,424,13,17,subpage
144,BBB,2024J,68,32,8,url
144,BBB,2024J,132,65,5,oucontent
144,BBB,2024J,376,164,7,resource
144,BBB,2024J,245,161,16,resource
144,BBB,2024J,91,69,4,url
144,BBB,2024J,244,10,14,forumng
144,BBB,2024J,222,136,11,page
144,BBB,2024J,12,182,16,quiz
144,BBB,2024J,35,8,9,resource
144,BBB,2024J,112,74,11,homepage
144,BBB,2024J,72,143,3,url
144,BBB,2024J,43,17,1,quiz
144,BBB,2024J,62,136,4,url
144,BBB,2024J,36,194,2,quiz
144,BBB,2024J,165,42,11,oucontent
144,BBB,2024J,13,-29,19,url
144,BBB,2024J,33,163,5,url
144,BBB,2024J,184,34,4,quiz
144,BBB,2024J,306,-6,10,quiz
144,BBB,2024J,127,55,15,homepage
144,BBB,2024J,78,129,7,page
144,BBB,2024J,415,125,17,subpage
144,BBB,2024J,486,175,6,subpage
144,BBB,2024J,386,13,8,quiz
144,BBB,2024J,226,82,1,forumng
144,BBB,2024J,444,22,10,oucontent
144,BBB,2024J,355,60,3,page
144,BBB,2024J,63,-15,7,forumng
144,BBB,2024J,274,98,3,oucontent
144,BBB,2024J,192,0,12,forumng
144,BBB,2024J,136,4,18,subpage
144,BBB,2024J,1,190,17,page
144,BBB,2024J,105,1,1,resource
144,BBB,2024J,47,73,18,homepage
144,BBB,2024J,395,49,3,resource
144,BBB,2024J,93,149,3,oucontent
144,BBB,2024J,63,68,2,homepage
144,BBB,2024J,354,78,4,homepage
144,BBB,2024J,404,151,5,quiz
144,BBB,2024J,137,90,14,page
144,BBB,2024J,262,82,1,subpage
144,BBB,2024J,293,42,7,resource
144,BBB,2024J,410,81,8,subpage
144,BBB,2024J,430,148,10,subpage
144,BBB,2024J,186,63,15,url
144,BBB,2024J,16,117,18,forumng
144,BBB,2024J,154,82,16,resource
144,BBB,2024J,227,95,4,forumng
144,BBB,2024J,210,55,10,quiz
144,BBB,2024J,121,34,5,oucontent
144,BBB,2024J,135,152,13,quiz
144,BBB,2024J,55,29,18,resource
144,BBB,2024J,472,53,18,quiz
144,BBB,2024J,301,-30,20,subpage
144,BBB,2024J,499,150,6,quiz
144,BBB,2024J,129,21,7,homepage
144,BBB,2024J,77,123,14,oucontent
144,BBB,2024J,417,-26,10,oucontent
144,BBB,2024J,11,34,4,forumng
144,BBB,2024J,36,7,15,subpage
144,BBB,2024J,57,108,2,resource
144,BBB,2024J,268,138,20,page
144,BBB,2024J,380,31,7,oucontent
144,BBB,2024J,405,42,16,resource
144,BBB,2024J,338,57,6,forumng
144,BBB,2024J,486,112,19,quiz
144,BBB,2024J,244,166,8,homepage
144,BBB,2024J,53,18,13,page
144,BBB,2024J,91,169,17,resource
144,BBB,2024J,397,108,17,forumng
144,BBB,2024J,443,134,18,url
144,BBB,2024J,235,-21,8,url
144,BBB,2024J,43,28,19,homepage
144,BBB,2024J,349,171,18,forumng
144,BBB,2024J,230,130,7,url
144,BBB,2024J,317,70,17,quiz
144,BBB,2024J,237,151,11,page
144,BBB,2024J,48,-15,11,url
144,BBB,2024J,456,8,5,page
144,BBB,2024J,318,-20,12,forumng
144,BBB,2024J,234,91,6,homepage
144,BBB,2024J,440,196,2,forumng
144,BBB,2024J,120,147,14,homepage
144,BBB,2024J,296,111,14,url
144,BBB,2024J,161,26,8,oucontent
144,BBB,2024J,53,-22,18,page
144,BBB,2024J,212,95,15,resource
144,BBB,2024J,448,11,19,url
144,BBB,2024J,130,136,3,resource
144,BBB,2024J,114,64,1,resource
144,BBB,2024J,360,8,16,homepage
144,BBB,2024J,228,176,7,quiz
144,BBB,2024J,92,72,2,quiz
144,BBB,2024J,412,135,5,page
144,BBB,2024J,133,2,9,page
144,BBB,2024J,423,-27,19,quiz
144,BBB,2024J,134,90,12,homepage
144,BBB,2024J,34,86,14,oucontent
144,BBB,2024J,303,29,5,forumng
144,BBB,2024J,223,4,12,forumng
144,BBB,2024J,355,55,15,forumng
144,BBB,2024J,209,83,17,resource
144,BBB,2024J,84,-2,1,homepage
144,BBB,2024J,184,192,14,forumng
144,BBB,2024J,163,145,12,subpage
144,BBB,2024J,384,-18,9,homepage
144,BBB,2024J,409,93,9,subpage
144,BBB,2024J,454,130,20,subpage
144,BBB,2024J,235,105,6,page
144,BBB,2024J,5,189,16,forumng
144,BBB,2024J,368,125,7,subpage
144,BBB,2024J,318,60,6,url
144,BBB,2024J,100,12,18,url
144,BBB,2024J,284,34,5,subpage
144,BBB,2024J,78,146,18,homepage
144,BBB,2024J,381,-6,16,resource
144,BBB,2024J,204,-21,7,page
144,BBB,2024J,482,104,3,resource
144,BBB,2024J,221,109,17,subpage
144,BBB,2024J,109,109,19,forumng
144,BBB,2024J,134,166,7,url
144,BBB,2024J,171,130,16,resource
144,BBB,2024J,428,4,18,url
144,BBB,2024J,415,-16,7,url
144,BBB,2024J,32,163,12,page
144,BBB,2024J,4,170,9,resource
144,BBB,2024J,102,115,4,page
144,BBB,2024J,67,26,8,subpage
144,BBB,2024J,53,53,19,forumng
144,BBB,2024J,316,-17,14,oucontent
144,BBB,2024J,431,18,8,url
144,BBB,2024J,14,39,12,subpage
144,BBB,2024J,284,193,20,subpage
144,BBB,2024J,496,32,7,subpage
144,BBB,2024J,348,84,17,page
144,BBB,2024J,343,22,8,forumng
144,BBB,2024J,269,160,2,forumng
144,BBB,2024J,463,183,18,oucontent
144,BBB,2024J,323,126,19,forumng
144,BBB,2024J,383,115,17,resource
144,BBB,2024J,489,42,17,homepage
144,BBB,2024J,484,52,20,forumng
144,BBB,2024J,180,-13,11,quiz
144,BBB,2024J,141,94,13,url
144,BBB,2024J,433,4,6,page
144,BBB,2024J,27,20,2,quiz
144,BBB,2024J,201,31,10,page
144,BBB,2024J,143,-21,17,page
144,BBB,2024J,151,-15,5,homepage
144,BBB,2024J,475,39,18,resource
144,BBB,2024J,73,124,20,url
144,BBB,2024J,139,131,15,quiz
144,BBB,2024J,101,24,15,page
144,BBB,2024J,309,167,19,subpage
144,BBB,2024J,10,100,9,page
144,BBB,2024J,21,170,4,subpage
144,BBB,2024J,5,185,7,page
144,BBB,2024J,441,80,1,url
144,BBB,2024J,56,121,19,resource
144,BBB,2024J,253,158,20,page
144,BBB,2024J,403,-25,11,page
144,BBB,2024J,459,118,15,subpage
144,BBB,2024J,11,-5,17,homepage
144,BBB,2024J,89,157,16,resource
145,BBB,2024J,158,173,3,forumng
145,BBB,2024J,82,96,9,resource
145,BBB,2024J,286,75,11,url
145,BBB,2024J,358,59,7,quiz
145,BBB,2024J,495,115,17,resource
145,BBB,2024J,20,130,12,subpage
145,BBB,2024J,447,156,10,homepage
145,BBB,2024J,114,63,10,page
145,BBB,2024J,147,185,19,oucontent
145,BBB,2024J,422,199,7,homepage
145,BBB,2024J,277,145,3,homepage
145,BBB,2024J,372,90,20,subpage
145,BBB,2024J,182,39,13,forumng
145,BBB,2024J,445,-12,8,homepage
145,BBB,2024J,241,184,6,quiz
145,BBB,2024J,426,86,10,forumng
145,BBB,2024J,128,186,8,quiz
145,BBB,2024J,163,3,19,resource
145,BBB,2024J,447,82,18,homepage
145,BBB,2024J,366,137,6,page
145,BBB,2024J,163,-5,6,oucontent
145,BBB,2024J,121,85,16,oucontent
145,BBB,2024J,72,157,14,subpage
145,BBB,2024J,391,200,17,quiz
145,BBB,2024J,479,-2,15,resource
145,BBB,2024J,288,67,3,subpage
145,BBB,2024J,281,163,7,forumng
145,BBB,2024J,54,104,16,resource
145,BBB,2024J,399,-23,12,oucontent
145,BBB,2024J,330,46,11,homepage
145,BBB,2024J,161,18,15,subpage
145,BBB,2024J,160,63,6,resource
145,BBB,2024J,60,162,7,forumng
145,BBB,2024J,317,91,13,resource
145,BBB,2024J,493,49,9,url
145,BBB,2024J,31,-25,11,page
145,BBB,2024J,292,119,16,url
145,BBB,2024J,43,26,11,oucontent
145,BBB,2024J,249,11,20,resource
145,BBB,2024J,7,-2,15,url
145,BBB,2024J,180,81,11,homepage
145,BBB,2024J,190,73,8,homepage
145,BBB,2024J,335,15,1,homepage
145,BBB,2024J,276,78,13,forumng
145,BBB,2024J,84,136,7,oucontent
145,BBB,2024J,156,-18,5,homepage
145,BBB,2024J,148,134,6,oucontent
145,BBB,2024J,143,196,15,homepage
145,BBB,2024J,81,36,17,url
145,BBB,2024J,162,98,2,resource
145,BBB,2024J,207,21,16,oucontent
145,BBB,2024J,173,45,1,subpage
145,BBB,2024J,370,6,2,homepage
145,BBB,2024J,163,105,18,page
145,BBB,2024J,75,52,3,subpage
145,BBB,2024J,197,10,20,url
145,BBB,2024J,339,40,13,url
145,BBB,2024J,51,26,1,oucontent
145,BBB,2024J,60,120,5,homepage
145,BBB,2024J,251,114,14,forumng
145,BBB,2024J,110,103,12,page
145,BBB,2024J,330,-1,16,quiz
145,BBB,2024J,7,4,17,oucontent
145,BBB,2024J,297,87,19,page
145,BBB,2024J,99,127,9,subpage
145,BBB,2024J,292,14,9,homepage
145,BBB,2024J,136,96,5,quiz
145,BBB,2024J,320,98,1,resource
145,BBB,2024J,181,84,2,resource
145,BBB,2024J,245,89,12,url
145,BBB,2024J,434,85,12,homepage
145,BBB,2024J,331,26,3,quiz
145,BBB,2024J,324,196,17,resource
145,BBB,2024J,235,61,7,quiz
145,BBB,2024J,160,79,1,quiz
145,BBB,2024J,4,113,4,oucontent
145,BBB,2024J,10,-24,7,homepage
145,BBB,2024J,272,191,4,page
145,BBB,2024J,30,156,10,page
145,BBB,2024J,174,73,20,forumng
145,BBB,2024J,448,45,10,homepage
145,BBB,2024J,277,113,18,forumng
145,BBB,2024J,6,196,7,page
145,BBB,2024J,35,11,19,subpage
145,BBB,2024J,158,-24,3,homepage
145,BBB,2024J,335,103,10,oucontent
145,BBB,2024J,395,120,14,homepage
145,BBB,2024J,365,152,10,quiz
145,BBB,2024J,29,10,18,page
145,BBB,2024J,437,29,18,url
145,BBB,2024J,72,26,6,resource
145,BBB,2024J,392,63,13,subpage
145,BBB,2024J,500,172,10,subpage
145,BBB,2024J,452,124,16,quiz
145,BBB,2024J,258,187,5,forumng
145,BBB,2024J,422,2,8,resource
145,BBB,2024J,393,57,10,page
145,BBB,2024J,469,48,7,oucontent
145,BBB,2024J,331,172,20,forumng
145,BBB,2024J,414,53,15,forumng
145,BBB,2024J,122,50,17,subpage
145,BBB,2024J,16,62,14,forumng
145,BBB,2024J,477,147,9,resource
145,BBB,2024J,406,18,19,homepage
145,BBB,2024J,242,199,9,url
145,BBB,2024J,66,33,19,page
145,BBB,2024J,68,115,1,oucontent
145,BBB,2024J,386,198,5,oucontent
145,BBB,2024J,396,1,5,subpage
145,BBB,2024J,382,143,15,homepage
145,BBB,2024J,118,138,5,oucontent
145,BBB,2024J,257,104,18,page
145,BBB,2024J,31,173,6,quiz
145,BBB,2024J,30,-23,12,oucontent
145,BBB,2024J,217,-15,4,homepage
145,BBB,2024J,429,163,17,url
145,BBB,2024J,450,-3,1,quiz
145,BBB,2024J,299,164,16,page
145,BBB,2024J,330,145,15,forumng
145,BBB,2024J,458,18,5,subpage
145,BBB,2024J,202,110,7,page
145,BBB,2024J,106,90,13,url
145,BBB,2024J,60,7,15,forumng
145,BBB,2024J,448,152,16,oucontent
145,BBB,2024J,87,189,17,homepage
145,BBB,2024J,371,178,9,subpage
145,BBB,2024J,309,71,3,page
145,BBB,2024J,151,159,6,subpage
145,BBB,2024J,466,111,2,quiz
145,BBB,2024J,453,124,3,resource
145,BBB,2024J,28,103,19,resource
145,BBB,2024J,154,91,11,forumng
145,BBB,2024J,68,149,15,forumng
145,BBB,2024J,102,133,16,homepage
145,BBB,2024J,13,197,9,resource
145,BBB,2024J,89,-22,7,subpage
145,BBB,2024J,198,186,6,quiz
145,BBB,2024J,481,43,3,resource
145,BBB,2024J,452,70,20,oucontent
145,BBB,2024J,242,95,2,subpage
145,BBB,2024J,305,111,8,resource
145,BBB,2024J,115,141,14,url
145,BBB,2024J,11,118,8,quiz
145,BBB,2024J,168,152,15,resource
145,BBB,2024J,271,78,17,page
145,BBB,2024J,303,7,8,resource
145,BBB,2024J,16,123,3,homepage
145,BBB,2024J,278,-9,12,forumng
145,BBB,2024J,6,39,12,page
145,BBB,2024J,133,162,10,page
145,BBB,2024J,12,192,8,resource
145,BBB,2024J,460,147,16,resource
145,BBB,2024J,418,93,9,page
145,BBB,2024J,308,44,1,page
145,BBB,2024J,94,126,8,oucontent
145,BBB,2024J,190,104,7,subpage
145,BBB,2024J,248,197,8,quiz
145,BBB,2024J,102,7,1,forumng
145,BBB,2024J,228,164,13,oucontent
145,BBB,2024J,353,174,2,page
145,BBB,2024J,198,12,14,subpage
145,BBB,2024J,451,1,18,forumng
145,BBB,2024J,257,174,11,oucontent
145,BBB,2024J,334,150,4,quiz
145,BBB,2024J,190,6,8,forumng
145,BBB,2024J,110,69,19,url
145,BBB,2024J,276,143,16,url
145,BBB,2024J,69,17,9,subpage
145,BBB,2024J,150,156,19,homepage
145,BBB,2024J,427,121,7,url
145,BBB,2024J,198,6,19,oucontent
145,BBB,2024J,114,74,10,url
145,BBB,2024J,288,46,7,homepage
145,BBB,2024J,58,34,1,forumng
145,BBB,2024J,173,48,17,quiz
145,BBB,2024J,36,-28,20,subpage
145,BBB,2024J,233,133,16,oucontent
