id_student,id_assessment,date_submitted,is_banked,score
227,BBB_6,176,0,76.9
228,BBB_1,86,0,45.0
228,BBB_2,12,1,63.8
228,BBB_3,,1,
229,BBB_1,177,0,42.2
229,BBB_2,,1,
229,BBB_3,115,0,37.3
229,BBB_4,127,1,41.8
229,BBB_5,48,1,62.2
230,BBB_1,180,1,74.2
230,BBB_2,127,1,61.9
230,BBB_3,182,0,64.5
230,BBB_4,31,1,73.7
230,BBB_5,105,1,62.0
231,DDD_1,5,0,69.8
231,DDD_2,10,0,90.6
231,DDD_3,115,0,60.1
231,DDD_4,97,0,82.2
231,DDD_5,42,1,79.4
231,DDD_6,88,0,88.8
232,AAA_1,93,1,97.0
232,AAA_2,190,0,65.4
232,AAA_3,117,1,81.8
232,AAA_4,3,1,68.7
233,DDD_1,50,1,61.7
233,DDD_2,142,0,92.9
233,DDD_3,159,0,87.3
233,DDD_4,174,0,78.6
233,DDD_5,41,0,88.0
233,DDD_6,159,1,91.4
234,DDD_1,41,1,49.4
234,DDD_2,197,0,47.3
234,DDD_3,,0,
234,DDD_4,4,1,43.6
234,DDD_5,21,0,55.8
235,AAA_1,183,0,80.0
235,AAA_2,95,1,81.7
235,AAA_3,23,0,100
235,AAA_4,76,1,82.9
236,CCC_1,199,0,76.7
236,CCC_2,32,1,62.9
236,CCC_3,,0,
236,CCC_4,53,0,80.6
236,CCC_5,23,0,58.0
237,AAA_1,,0,
237,AAA_2,5,1,41.3
237,AAA_3,15,0,70.1
237,AAA_4,102,1,36.1
238,DDD_1,78,1,71.5
238,DDD_2,,0,
238,DDD_3,175,0,93.0
238,DDD_4,31,0,63.4
238,DDD_5,9,0,73.6
239,AAA_1,192,0,76.1
239,AAA_2,64,0,97.3
239,AAA_3,178,1,90.8
239,AAA_4,165,0,64.4
240,DDD_1,92,0,63.4
240,DDD_2,139,0,38.1
240,DDD_3,,1,
240,DDD_4,6,1,68.4
241,CCC_1,191,1,75.6
241,CCC_2,169,1,76.0
241,CCC_3,90,0,60.0
241,CCC_4,191,0,74.4
241,CCC_5,79,1,74.5
242,BBB_1,,0,
242,BBB_2,163,0,86.7
242,BBB_3,156,0,99.2
242,BBB_4,26,0,76.6
243,BBB_1,55,1,74.5
243,BBB_2,166,0,64.5
243,BBB_3,59,0,96.4
243,BBB_4,153,1,88.1
243,BBB_5,176,0,72.4
243,BBB_6,149,1,72.3
244,BBB_1,125,1,65.4
244,BBB_2,146,0,58.6
245,DDD_1,,0,
245,DDD_2,,1,
245,DDD_3,9,0,83.9
246,AAA_1,98,1,61.0
246,AAA_2,20,0,56.5
247,BBB_1,190,1,40.5
247,BBB_2,29,1,69.6
247,BBB_3,149,0,57.1
247,BBB_4,14,0,46.6
248,DDD_1,46,0,68.3
248,DDD_2,162,1,54.2
248,DDD_3,99,0,66.2
248,DDD_4,5,0,35.3
248,DDD_5,,0,
248,DDD_6,168,1,56.2
249,AAA_1,51,1,55.9
249,AAA_2,,0,
249,AAA_3,167,1,77.4
249,AAA_4,22,0,72.8
250,BBB_1,175,1,62.9
250,BBB_2,134,1,73.2
251,AAA_1,140,1,79.8
251,AAA_2,54,1,76.1
251,AAA_3,,1,
251,AAA_4,73,1,93.9
251,AAA_5,80,0,82.2
252,CCC_1,48,0,54.1
252,CCC_2,23,1,82.8
253,BBB_1,51,0,52.7
253,BBB_2,173,1,53.4
253,BBB_3,127,0,60.5
253,BBB_4,40,1,70.1
254,DDD_1,56,0,82.1
254,DDD_2,47,0,96.0
254,DDD_3,102,1,98.2
254,DDD_4,154,0,62.4
255,CCC_1,57,0,34.1
255,CCC_2,126,1,69.4
256,DDD_1,161,1,72.4
256,DDD_2,148,0,51.3
256,DDD_3,197,1,69.6
256,DDD_4,81,1,52.5
256,DDD_5,48,1,65.0
257,CCC_1,127,0,70.1
257,CCC_2,190,1,92.1
257,CCC_3,168,0,61.5
257,CCC_4,97,0,67.1
257,CCC_5,,0,
258,AAA_1,,1,
258,AAA_2,186,1,47.1
258,AAA_3,11,1,67.5
259,DDD_1,93,1,72.4
259,DDD_2,26,0,94.3
259,DDD_3,,1,
259,DDD_4,90,0,65.3
259,DDD_5,124,1,63.5
260,CCC_1,28,0,59.8
260,CCC_2,156,0,60.7
260,CCC_3,108,1,58.3
260,CCC_4,137,0,89.8
260,CCC_5,115,0,81.9
261,AAA_1,13,0,86.3
261,AAA_2,28,0,62.0
261,AAA_3,129,0,66.7
261,AAA_4,105,0,84.5
261,AAA_5,,0,
262,DDD_1,65,1,91.4
262,DDD_2,152,1,69.6
262,DDD_3,,1,
262,DDD_4,188,1,77.5
262,DDD_5,,1,
263,AAA_1,142,0,99.5
263,AAA_2,109,0,85.2
263,AAA_3,54,1,100
263,AAA_4,140,0,69.0
263,AAA_5,58,0,80.7
263,AAA_6,140,1,80.7
264,DDD_1,4,1,45.3
264,DDD_2,141,0,60.2
264,DDD_3,16,1,40.2
264,DDD_4,169,0,60.1
265,BBB_1,23,0,76.5
265,BBB_2,87,1,100
265,BBB_3,99,1,100
265,BBB_4,189,1,100
265,BBB_5,79,1,68.6
266,CCC_1,122,1,54.1
266,CCC_2,117,0,46.0
266,CCC_3,173,1,49.2
266,CCC_4,130,1,49.3
266,CCC_5,168,0,48.5
266,CCC_6,14,1,57.6
267,CCC_1,113,1,94.9
267,CCC_2,200,1,82.5
267,CCC_3,1,0,97.0
267,CCC_4,14,1,90.8
267,CCC_5,181,1,72.4
268,CCC_1,56,1,70.9
268,CCC_2,130,1,72.0
268,CCC_3,190,0,98.5
268,CCC_4,167,0,87.7
268,CCC_5,127,0,88.4
268,CCC_6,51,1,71.0
269,CCC_1,103,1,72.5
269,CCC_2,74,0,88.5
270,AAA_1,,1,
270,AAA_2,85,1,87.1
271,BBB_1,98,1,68.8
271,BBB_2,178,0,44.5
271,BBB_3,,1,
271,BBB_4,174,0,70.1
272,CCC_1,107,1,72.9
272,CCC_2,114,0,70.4
272,CCC_3,,1,
272,CCC_4,90,1,70.3
273,CCC_1,146,0,78.7
273,CCC_2,29,0,77.1
273,CCC_3,172,0,100
273,CCC_4,170,0,80.7
273,CCC_5,25,0,100
273,CCC_6,46,0,65.6
274,BBB_1,108,1,87.0
274,BBB_2,148,1,73.6
275,DDD_1,170,0,51.7
275,DDD_2,95,1,40.5
275,DDD_3,50,1,46.0
275,DDD_4,128,1,44.3
276,DDD_1,95,1,65.4
276,DDD_2,39,1,73.4
276,DDD_3,195,1,79.6
276,DDD_4,133,1,71.5
276,DDD_5,91,1,72.0
277,DDD_1,189,0,52.9
277,DDD_2,83,1,73.1
278,BBB_1,198,1,86.6
278,BBB_2,,1,
278,BBB_3,172,1,85.5
278,BBB_4,182,1,55.8
279,DDD_1,4,1,100
279,DDD_2,79,0,99.9
279,DDD_3,129,1,70.8
279,DDD_4,,0,
279,DDD_5,138,0,100
280,AAA_1,170,0,69.9
280,AAA_2,3,1,74.1
281,BBB_1,153,0,77.8
281,BBB_2,,1,
281,BBB_3,2,0,58.0
281,BBB_4,115,1,81.0
281,BBB_5,177,1,47.2
281,BBB_6,11,0,77.4
282,AAA_1,200,0,63.9
282,AAA_2,,1,
282,AAA_3,114,1,36.9
283,AAA_1,199,0,50.2
283,AAA_2,28,1,70.0
283,AAA_3,116,0,50.4
284,CCC_1,71,0,72.9
284,CCC_2,42,1,52.1
284,CCC_3,7,0,64.5
284,CCC_4,12,0,70.0
285,AAA_1,148,1,67.4
285,AAA_2,,1,
286,AAA_1,78,0,67.6
286,AAA_2,38,1,64.2
286,AAA_3,98,0,72.2
286,AAA_4,113,1,69.8
286,AAA_5,75,1,77.7
286,AAA_6,26,0,95.7
287,DDD_1,81,1,68.2
287,DDD_2,66,0,43.0
287,DDD_3,44,0,72.7
288,CCC_1,65,1,47.2
288,CCC_2,110,1,56.0
288,CCC_3,187,0,40.4
289,AAA_1,9,0,54.0
289,AAA_2,35,1,46.4
290,AAA_1,32,1,76.2
290,AAA_2,16,1,87.5
291,DDD_1,44,0,60.6
291,DDD_2,162,0,50.3
291,DDD_3,,1,
291,DDD_4,153,0,55.1
291,DDD_5,56,0,49.4
291,DDD_6,143,1,49.0
292,CCC_1,29,0,74.3
292,CCC_2,195,0,65.3
292,CCC_3,156,1,60.1
293,DDD_1,166,1,39.3
293,DDD_2,41,1,37.2
293,DDD_3,127,0,66.8
294,DDD_1,96,0,68.6
294,DDD_2,83,0,64.9
294,DDD_3,,0,
294,DDD_4,132,0,56.3
295,BBB_1,116,0,43.9
295,BBB_2,,1,
295,BBB_3,170,0,67.6
295,BBB_4,82,1,40.0
295,BBB_5,95,1,57.9
296,AAA_1,78,0,61.9
296,AAA_2,106,0,57.4
296,AAA_3,,1,
296,AAA_4,150,1,73.4
296,AAA_5,169,0,72.8
297,BBB_1,113,1,89.9
297,BBB_2,160,1,96.2
297,BBB_3,182,1,76.2
297,BBB_4,166,1,72.6
298,AAA_1,87,1,80.0
298,AAA_2,135,0,67.1
299,BBB_1,103,1,65.0
299,BBB_2,106,1,55.3
299,BBB_3,86,0,68.0
299,BBB_4,115,1,66.1
300,DDD_1,14,0,53.5
300,DDD_2,105,1,50.0
300,DDD_3,53,1,45.2
300,DDD_4,128,0,56.2
300,DDD_5,6,1,40.8
301,AAA_1,176,0,94.1
301,AAA_2,108,1,81.2
301,AAA_3,179,0,76.5
301,AAA_4,96,1,64.1
301,AAA_5,99,0,58.2
301,AAA_6,177,1,64.8
302,AAA_1,45,1,70.6
302,AAA_2,192,0,56.7
302,AAA_3,163,1,58.4
302,AAA_4,126,1,58.3
303,DDD_1,187,0,68.5
303,DDD_2,21,0,70.1
303,DDD_3,22,1,79.6
303,DDD_4,147,1,80.1
303,DDD_5,,1,
304,BBB_1,34,1,76.7
304,BBB_2,93,1,67.1
305,CCC_1,190,0,76.2
305,CCC_2,33,0,72.8
305,CCC_3,97,0,80.3
305,CCC_4,127,0,65.5
305,CCC_5,168,0,54.9
305,CCC_6,149,0,70.4
306,BBB_1,178,1,45.8
306,BBB_2,145,0,76.1
306,BBB_3,65,0,66.1
306,BBB_4,62,0,52.8
307,BBB_1,48,1,69.5
307,BBB_2,31,1,64.9
307,BBB_3,100,0,58.0
307,BBB_4,96,0,78.9
308,BBB_1,15,1,58.7
308,BBB_2,101,0,72.4
308,BBB_3,,0,
308,BBB_4,22,0,76.0
308,BBB_5,134,0,48.7
308,BBB_6,94,0,65.8
309,AAA_1,,0,
309,AAA_2,184,1,77.9
309,AAA_3,163,1,69.1
309,AAA_4,129,1,68.0
309,AAA_5,2,1,63.9
309,AAA_6,40,0,62.0
310,DDD_1,18,0,72.5
310,DDD_2,67,1,68.7
310,DDD_3,60,1,52.5
310,DDD_4,105,1,75.7
310,DDD_5,11,0,81.1
310,DDD_6,52,1,75.4
311,AAA_1,148,1,39.9
311,AAA_2,78,0,43.1
311,AAA_3,142,1,69.4
311,AAA_4,10,1,75.1
311,AAA_5,102,0,60.6
311,AAA_6,110,0,56.4
312,DDD_1,151,0,42.1
312,DDD_2,130,0,52.6
312,DDD_3,169,0,74.7
312,DDD_4,162,0,56.2
312,DDD_5,,1,
313,DDD_1,187,0,88.1
313,DDD_2,187,1,77.8
313,DDD_3,151,0,90.1
313,DDD_4,,0,
313,DDD_5,,1,
314,BBB_1,121,0,56.8
314,BBB_2,38,0,66.0
314,BBB_3,127,1,58.4
314,BBB_4,172,1,74.5
315,BBB_1,77,1,90.1
315,BBB_2,23,1,80.2
315,BBB_3,25,0,92.2
315,BBB_4,128,0,89.8
316,DDD_1,189,1,72.0
316,DDD_2,89,1,47.6
317,AAA_1,199,1,57.9
317,AAA_2,,0,
317,AAA_3,47,1,56.7
317,AAA_4,46,0,43.6
318,AAA_1,9,0,68.7
318,AAA_2,199,0,54.0
318,AAA_3,33,1,62.3
318,AAA_4,77,1,67.2
318,AAA_5,99,1,68.1
319,BBB_1,171,0,68.3
319,BBB_2,185,1,98.1
319,BBB_3,64,1,100
319,BBB_4,173,1,68.3
319,BBB_5,191,0,96.9
319,BBB_6,3,0,75.3
320,AAA_1,25,0,75.4
320,AAA_2,74,0,100
320,AAA_3,154,1,91.7
320,AAA_4,94,0,88.4
320,AAA_5,,1,
321,AAA_1,158,1,74.5
321,AAA_2,83,1,59.6
322,BBB_1,147,1,77.9
322,BBB_2,136,0,63.9
322,BBB_3,53,0,54.7
323,CCC_1,163,0,67.5
323,CCC_2,97,0,68.4
324,CCC_1,,0,
324,CCC_2,92,1,78.7
324,CCC_3,168,1,67.2
324,CCC_4,164,0,55.4
324,CCC_5,35,1,82.8
325,DDD_1,166,0,57.9
325,DDD_2,161,0,74.5
325,DDD_3,186,1,69.3
325,DDD_4,54,1,52.7
325,DDD_5,44,1,73.0
326,BBB_1,38,1,72.9
326,BBB_2,128,1,79.8
327,BBB_1,91,1,83.2
327,BBB_2,181,1,62.3
327,BBB_3,105,0,89.5
328,DDD_1,128,0,69.0
328,DDD_2,77,1,70.9
328,DDD_3,178,0,79.9
328,DDD_4,142,1,63.0
328,DDD_5,76,0,75.7
329,DDD_1,9,0,60.5
329,DDD_2,122,0,43.4
330,AAA_1,144,0,88.6
330,AAA_2,136,0,99.9
330,AAA_3,87,1,88.2
330,AAA_4,129,1,97.8
330,AAA_5,104,1,70.4
330,AAA_6,94,1,96.0
331,DDD_1,196,1,59.4
331,DDD_2,88,0,83.1
331,DDD_3,200,1,52.4
331,DDD_4,45,1,76.8
331,DDD_5,3,1,57.0
331,DDD_6,167,1,76.4
332,AAA_1,106,1,64.4
332,AAA_2,99,0,69.7
332,AAA_3,126,0,76.4
332,AAA_4,148,0,92.8
332,AAA_5,121,0,82.8
333,CCC_1,149,0,64.3
333,CCC_2,197,0,93.5
334,AAA_1,19,0,62.3
334,AAA_2,197,1,61.3
334,AAA_3,36,0,65.3
334,AAA_4,116,1,63.9
335,CCC_1,5,0,76.4
335,CCC_2,74,1,67.4
335,CCC_3,96,0,70.4
335,CCC_4,,0,
335,CCC_5,73,1,75.9
335,CCC_6,15,1,87.3
336,BBB_1,71,1,93.1
336,BBB_2,195,1,100
337,AAA_1,36,1,68.0
337,AAA_2,38,1,54.8
337,AAA_3,151,0,51.5
337,AAA_4,46,0,78.6
337,AAA_5,127,1,45.4
338,CCC_1,,1,
338,CCC_2,33,0,58.5
339,BBB_1,104,0,83.2
339,BBB_2,79,1,54.9
339,BBB_3,54,0,61.1
339,BBB_4,178,1,79.0
340,BBB_1,51,0,89.7
340,BBB_2,49,1,100
340,BBB_3,154,1,100.0
340,BBB_4,102,1,77.8
340,BBB_5,11,0,100
340,BBB_6,197,1,90.3
341,DDD_1,84,1,53.9
341,DDD_2,,0,
342,BBB_1,70,0,55.0
342,BBB_2,44,0,58.2
342,BBB_3,24,1,51.9
343,CCC_1,177,1,60.9
343,CCC_2,76,0,62.9
343,CCC_3,17,0,79.3
343,CCC_4,77,0,59.7
343,CCC_5,101,0,55.7
343,CCC_6,88,0,41.6
344,AAA_1,81,0,51.4
344,AAA_2,16,1,41.2
344,AAA_3,93,0,74.1
344,AAA_4,10,1,38.3
345,CCC_1,158,1,73.3
345,CCC_2,45,0,80.4
346,BBB_1,11,1,63.5
346,BBB_2,79,0,80.1
347,DDD_1,180,0,65.0
347,DDD_2,2,0,56.2
348,AAA_1,70,1,73.4
348,AAA_2,99,1,45.8
349,BBB_1,39,0,88.8
349,BBB_2,48,0,51.7
349,BBB_3,6,1,51.7
350,BBB_1,32,0,82.4
350,BBB_2,,1,
350,BBB_3,39,0,97.4
350,BBB_4,159,1,100
351,CCC_1,129,0,57.3
351,CCC_2,47,0,55.5
351,CCC_3,126,0,58.9
351,CCC_4,48,1,42.5
352,CCC_1,145,0,63.8
352,CCC_2,1,0,76.2
352,CCC_3,184,1,41.1
353,CCC_1,172,0,80.0
353,CCC_2,42,1,56.9
354,DDD_1,199,0,60.7
354,DDD_2,51,1,86.6
354,DDD_3,38,1,74.5
354,DDD_4,15,0,63.4
355,BBB_1,128,0,85.0
355,BBB_2,110,0,72.9
355,BBB_3,94,0,68.5
355,BBB_4,149,1,88.9
356,AAA_1,102,1,72.9
356,AAA_2,158,1,83.4
357,AAA_1,64,0,58.3
357,AAA_2,,0,
358,DDD_1,33,1,67.4
358,DDD_2,,1,
358,DDD_3,105,1,42.8
358,DDD_4,106,1,66.1
358,DDD_5,100,0,60.8
358,DDD_6,186,1,40.0
359,DDD_1,15,0,68.2
359,DDD_2,86,0,75.6
359,DDD_3,164,0,91.1
359,DDD_4,131,1,81.7
359,DDD_5,12,1,99.4
359,DDD_6,145,0,89.6
360,BBB_1,106,1,59.1
360,BBB_2,9,1,36.1
360,BBB_3,146,1,33.2
360,BBB_4,37,1,62.7
361,BBB_1,80,0,61.3
361,BBB_2,22,0,48.1
361,BBB_3,,1,
361,BBB_4,147,0,56.1
362,DDD_1,66,0,55.1
362,DDD_2,148,0,56.3
362,DDD_3,,1,
363,BBB_1,2,0,92.4
363,BBB_2,,0,
363,BBB_3,107,0,88.5
363,BBB_4,134,1,55.7
363,BBB_5,125,0,66.4
363,BBB_6,,1,
364,BBB_1,4,1,84.3
364,BBB_2,,0,
364,BBB_3,29,1,100
365,BBB_1,136,0,94.0
365,BBB_2,23,1,80.9
365,BBB_3,75,0,80.1
365,BBB_4,160,0,98.8
365,BBB_5,41,0,81.7
366,AAA_1,157,0,59.3
366,AAA_2,47,1,54.8
366,AAA_3,4,1,51.6
366,AAA_4,159,1,78.9
367,CCC_1,179,1,46.3
367,CCC_2,40,1,46.6
367,CCC_3,184,0,68.9
368,BBB_1,75,0,70.8
368,BBB_2,20,1,92.9
368,BBB_3,60,1,77.8
369,BBB_1,112,1,97.2
369,BBB_2,8,1,74.5
369,BBB_3,133,1,80.5
369,BBB_4,31,1,69.8
369,BBB_5,87,0,95.9
370,CCC_1,101,1,34.2
370,CCC_2,113,0,50.8
370,CCC_3,152,0,64.9
371,BBB_1,91,0,82.0
371,BBB_2,125,1,85.6
371,BBB_3,27,0,68.5
371,BBB_4,135,1,88.0
371,BBB_5,15,0,86.7
371,BBB_6,124,0,69.9
372,CCC_1,102,1,81.3
372,CCC_2,166,1,99.3
372,CCC_3,146,0,76.3
372,CCC_4,94,1,68.3
373,BBB_1,111,0,54.5
373,BBB_2,142,0,59.5
373,BBB_3,29,1,37.0
373,BBB_4,167,1,51.3
374,DDD_1,63,0,78.1
374,DDD_2,170,0,85.1
374,DDD_3,148,0,61.0
374,DDD_4,192,0,70.7
374,DDD_5,,1,
375,CCC_1,29,1,93.8
375,CCC_2,153,0,87.7
375,CCC_3,144,0,91.8
375,CCC_4,118,1,92.7
376,DDD_1,169,1,59.9
376,DDD_2,175,0,64.6
376,DDD_3,196,0,64.1
376,DDD_4,142,0,73.9
377,AAA_1,78,0,50.4
377,AAA_2,88,1,69.8
377,AAA_3,159,1,48.0
378,BBB_1,121,0,87.4
378,BBB_2,50,0,96.8
378,BBB_3,90,1,82.7
378,BBB_4,174,0,88.8
378,BBB_5,193,1,82.4
378,BBB_6,46,1,100
379,DDD_1,126,0,49.7
379,DDD_2,124,1,47.3
379,DDD_3,88,1,81.2
379,DDD_4,6,0,47.1
379,DDD_5,88,0,81.8
379,DDD_6,62,0,54.3
380,CCC_1,,0,
380,CCC_2,116,0,62.2
380,CCC_3,,1,
380,CCC_4,91,0,79.5
380,CCC_5,60,0,91.5
380,CCC_6,135,1,96.0
381,DDD_1,200,0,72.4
381,DDD_2,70,0,95.7
381,DDD_3,30,1,97.1
381,DDD_4,198,1,92.2
381,DDD_5,156,1,100
381,DDD_6,168,0,77.6
382,DDD_1,22,0,62.0
382,DDD_2,197,1,72.6
383,CCC_1,74,1,78.6
383,CCC_2,,1,
384,BBB_1,111,0,66.0
384,BBB_2,,0,
384,BBB_3,155,1,70.5
385,DDD_1,170,0,72.4
385,DDD_2,122,1,57.4
385,DDD_3,,1,
385,DDD_4,57,1,77.3
385,DDD_5,52,0,72.4
385,DDD_6,,1,
386,DDD_1,121,1,78.4
386,DDD_2,102,0,50.4
386,DDD_3,194,1,62.7
386,DDD_4,,0,
387,CCC_1,176,1,54.6
387,CCC_2,129,0,67.6
387,CCC_3,154,1,59.9
387,CCC_4,,1,
387,CCC_5,137,1,76.7
387,CCC_6,188,0,49.4
388,BBB_1,36,0,32.7
388,BBB_2,8,1,45.5
389,BBB_1,98,1,71.7
389,BBB_2,91,1,85.0
389,BBB_3,177,1,75.2
389,BBB_4,9,1,72.2
389,BBB_5,3,1,84.3
389,BBB_6,,1,
390,DDD_1,125,1,69.0
390,DDD_2,198,0,84.7
390,DDD_3,199,0,71.8
390,DDD_4,126,1,64.8
391,BBB_1,200,0,79.1
391,BBB_2,174,0,61.1
391,BBB_3,1,0,76.2
392,DDD_1,111,0,77.2
392,DDD_2,49,0,75.2
392,DDD_3,194,0,56.4
393,BBB_1,73,0,59.6
393,BBB_2,136,0,77.1
394,CCC_1,78,1,100
394,CCC_2,180,0,100
394,CCC_3,177,1,73.3
394,CCC_4,180,0,68.0
394,CCC_5,164,0,76.2
394,CCC_6,168,0,100
395,CCC_1,144,1,64.3
395,CCC_2,148,1,81.6
395,CCC_3,129,0,88.0
395,CCC_4,92,0,81.4
396,BBB_1,1,1,69.9
396,BBB_2,140,1,70.0
396,BBB_3,,0,
396,BBB_4,,1,
396,BBB_5,,1,
396,BBB_6,72,0,71.4
397,CCC_1,185,0,92.6
397,CCC_2,193,0,75.6
397,CCC_3,143,0,96.4
397,CCC_4,151,0,82.1
397,CCC_5,17,0,83.9
398,CCC_1,152,0,90.9
398,CCC_2,120,0,90.7
398,CCC_3,138,0,72.8
398,CCC_4,66,1,63.5
398,CCC_5,181,0,78.3
398,CCC_6,187,0,91.5
399,BBB_1,,1,
399,BBB_2,45,1,62.8
399,BBB_3,58,1,64.9
400,CCC_1,60,0,66.3
400,CCC_2,35,1,57.7
400,CCC_3,60,1,51.6
401,DDD_1,71,0,54.4
401,DDD_2,160,0,42.3
401,DDD_3,,0,
401,DDD_4,152,0,36.7
401,DDD_5,117,0,57.8
402,BBB_1,125,1,96.9
402,BBB_2,16,0,93.2
402,BBB_3,143,0,69.1
403,AAA_1,4,0,69.7
403,AAA_2,76,1,61.6
403,AAA_3,43,0,68.4
404,AAA_1,109,1,92.9
404,AAA_2,154,1,72.4
404,AAA_3,90,0,79.9
404,AAA_4,180,0,89.4
404,AAA_5,30,1,80.2
404,AAA_6,187,1,82.6
405,AAA_1,108,0,99.9
405,AAA_2,51,1,93.9
405,AAA_3,192,0,87.8
405,AAA_4,108,1,77.4
405,AAA_5,142,1,93.5
406,BBB_1,,0,
406,BBB_2,121,1,87.6
406,BBB_3,,0,
406,BBB_4,169,0,85.7
406,BBB_5,42,0,75.6
407,BBB_1,115,1,56.2
407,BBB_2,173,1,70.3
407,BBB_3,187,0,48.7
408,CCC_1,,1,
408,CCC_2,167,0,95.7
408,CCC_3,155,1,97.7
408,CCC_4,15,1,78.9
408,CCC_5,159,1,78.7
409,AAA_1,72,0,67.7
409,AAA_2,,0,
409,AAA_3,160,0,48.8
409,AAA_4,142,0,40.6
410,CCC_1,24,0,36.3
410,CCC_2,167,0,73.2
410,CCC_3,148,0,56.2
410,CCC_4,112,0,62.9
410,CCC_5,70,0,60.0
410,CCC_6,22,1,39.2
411,AAA_1,6,1,75.4
411,AAA_2,196,0,72.5
411,AAA_3,65,1,74.8
411,AAA_4,19,0,72.9
412,DDD_1,161,0,81.3
412,DDD_2,155,1,66.6
412,DDD_3,64,0,77.1
413,BBB_1,16,0,57.9
413,BBB_2,140,0,72.3
414,DDD_1,71,0,56.4
414,DDD_2,160,0,43.0
415,CCC_1,122,0,100
415,CCC_2,119,1,97.0
415,CCC_3,116,0,69.6
415,CCC_4,142,0,81.7
415,CCC_5,83,0,78.6
416,BBB_1,160,1,52.0
416,BBB_2,142,0,56.3
416,BBB_3,152,1,58.2
416,BBB_4,109,0,48.2
417,DDD_1,64,0,73.1
417,DDD_2,,1,
417,DDD_3,49,0,71.5
417,DDD_4,167,0,95.1
418,BBB_1,149,0,90.6
418,BBB_2,10,1,100
418,BBB_3,8,0,96.3
418,BBB_4,135,1,76.3
418,BBB_5,116,0,100
418,BBB_6,18,1,93.0
419,DDD_1,,1,
419,DDD_2,144,1,57.8
419,DDD_3,17,1,64.8
419,DDD_4,91,0,59.9
419,DDD_5,129,0,61.1
419,DDD_6,148,0,75.9
420,DDD_1,13,1,60.6
420,DDD_2,173,0,62.1
420,DDD_3,143,1,73.9
420,DDD_4,21,1,48.3
421,AAA_1,,0,
421,AAA_2,21,1,57.3
421,AAA_3,91,1,45.9
422,DDD_1,83,0,94.9
422,DDD_2,,1,
422,DDD_3,142,1,72.8
422,DDD_4,168,0,65.7
422,DDD_5,183,0,70.6
422,DDD_6,2,1,94.2
423,AAA_1,36,0,84.0
423,AAA_2,46,0,81.0
424,DDD_1,10,0,91.9
424,DDD_2,41,1,87.3
424,DDD_3,146,1,97.8
425,AAA_1,90,1,70.1
425,AAA_2,104,1,83.1
425,AAA_3,146,1,91.0
425,AAA_4,176,0,75.9
425,AAA_5,87,0,90.6
425,AAA_6,21,0,73.7
426,AAA_1,22,0,82.4
426,AAA_2,8,1,67.4
426,AAA_3,73,1,72.3
426,AAA_4,175,0,61.4
426,AAA_5,13,0,92.9
426,AAA_6,,0,
427,AAA_1,80,1,71.0
427,AAA_2,23,1,75.7
427,AAA_3,71,0,72.2
427,AAA_4,178,0,100
427,AAA_5,128,1,100
427,AAA_6,200,0,76.0
428,BBB_1,145,1,52.1
428,BBB_2,33,0,54.0
428,BBB_3,72,0,56.1
429,AAA_1,144,0,62.7
429,AAA_2,137,1,81.8
429,AAA_3,74,0,76.7
429,AAA_4,59,1,63.2
429,AAA_5,170,0,93.1
429,AAA_6,62,0,74.8
430,BBB_1,108,0,71.7
430,BBB_2,133,0,88.5
430,BBB_3,76,1,66.5
430,BBB_4,,1,
430,BBB_5,196,0,92.7
430,BBB_6,189,1,67.2
431,DDD_1,126,1,76.0
431,DDD_2,22,0,94.8
431,DDD_3,53,0,95.4
431,DDD_4,135,1,89.4
431,DDD_5,76,1,98.6
431,DDD_6,27,1,81.3
432,DDD_1,64,0,86.5
432,DDD_2,120,0,80.0
432,DDD_3,53,1,100
432,DDD_4,124,1,73.8
432,DDD_5,31,0,87.9
433,BBB_1,,0,
433,BBB_2,67,0,85.9
434,AAA_1,66,1,92.4
434,AAA_2,124,0,76.0
434,AAA_3,121,1,77.4
435,BBB_1,81,1,80.6
435,BBB_2,,0,
436,CCC_1,184,0,60.3
436,CCC_2,104,0,62.7
437,BBB_1,74,0,40.0
437,BBB_2,159,1,54.0
437,BBB_3,158,1,34.8
437,BBB_4,42,0,69.5
438,AAA_1,196,0,72.3
438,AAA_2,159,0,85.3
439,AAA_1,131,0,75.5
439,AAA_2,5,0,75.8
439,AAA_3,184,0,82.2
439,AAA_4,51,0,85.9
440,DDD_1,119,0,63.9
440,DDD_2,142,0,68.9
440,DDD_3,144,1,74.0
440,DDD_4,185,0,84.4
440,DDD_5,,0,
440,DDD_6,139,0,69.3
441,CCC_1,13,0,76.9
441,CCC_2,,0,
441,CCC_3,157,0,72.7
441,CCC_4,42,1,75.7
442,BBB_1,44,1,88.4
442,BBB_2,144,1,62.6
442,BBB_3,90,0,62.7
442,BBB_4,172,0,52.2
442,BBB_5,196,1,58.1
442,BBB_6,173,1,73.4
443,BBB_1,117,0,46.0
443,BBB_2,196,1,46.2
443,BBB_3,84,1,70.2
444,DDD_1,2,0,65.1
444,DDD_2,198,0,87.9
444,DDD_3,50,0,71.7
444,DDD_4,110,0,89.5
444,DDD_5,,1,
445,BBB_1,166,0,86.8
445,BBB_2,,1,
446,AAA_1,149,0,72.8
446,AAA_2,192,1,48.1
446,AAA_3,,0,
