id_student,code_module,code_presentation,gender,region,highest_education,age_band,num_of_prev_attempts,studied_credits,final_result
374,DDD,2024B,M,West,HE Qualification,0-35,0,60,Withdrawn
375,CCC,2024B,F,West,HE Qualification,0-35,0,90,Fail
376,DDD,2024B,M,Wales,Lower Than A Level,0-35,1,120,Fail
377,AAA,2024J,M,Wales,A Level or Equivalent,35-55,0,60,Withdrawn
378,BBB,2024J,M,South,HE Qualification,0-35,0,30,Pass
379,DDD,2024B,M,North,HE Qualification,0-35,0,30,Withdrawn
380,CCC,2024B,M,South,Lower Than A Level,35-55,1,60,Withdrawn
381,DDD,2024B,M,North,HE Qualification,35-55,0,90,Pass
382,DDD,2024B,M,North,HE Qualification,35-55,0,30,Fail
383,CCC,2024B,F,Central,Post Graduate Qualification,55<=,1,30,Fail
384,BBB,2024J,F,Central,A Level or Equivalent,0-35,0,30,Withdrawn
385,DDD,2024B,F,West,HE Qualification,0-35,0,30,Withdrawn
386,DDD,2024B,F,West,Post Graduate Qualification,55<=,0,120,Withdrawn
387,CCC,2024B,F,North,HE Qualification,0-35,1,120,Withdrawn
388,BBB,2024J,M,Wales,Lower Than A Level,55<=,0,120,Fail
389,BBB,2024J,F,Wales,HE Qualification,35-55,1,90,Pass
390,DDD,2024B,M,Scotland,A Level or Equivalent,55<=,0,30,Pass
391,BBB,2024J,F,North,HE Qualification,55<=,1,90,Withdrawn
392,DDD,2024B,M,Wales,Lower Than A Level,55<=,0,120,Withdrawn
393,BBB,2024J,F,Scotland,Post Graduate Qualification,0-35,1,120,Withdrawn
394,CCC,2024B,M,Wales,HE Qualification,0-35,1,120,Pass
395,CCC,2024B,M,East,Post Graduate Qualification,35-55,1,90,Pass
396,BBB,2024J,M,Central,Post Graduate Qualification,35-55,1,60,Withdrawn
397,CCC,2024B,M,North,Post Graduate Qualification,55<=,1,90,Pass
398,CCC,2024B,M,East,HE Qualification,35-55,1,120,Distinction
399,BBB,2024J,M,Wales,HE Qualification,55<=,1,30,Distinction
400,CCC,2024B,F,North,A Level or Equivalent,55<=,0,60,Withdrawn
401,DDD,2024B,M,Wales,Lower Than A Level,55<=,1,60,Withdrawn
402,BBB,2024J,M,South,Lower Than A Level,55<=,0,90,Pass
403,AAA,2024J,M,North,Post Graduate Qualification,55<=,1,30,Withdrawn
404,AAA,2024J,F,Scotland,A Level or Equivalent,55<=,3,60,Distinction
405,AAA,2024J,M,Wales,Lower Than A Level,35-55,0,60,Distinction
406,BBB,2024J,M,Scotland,HE Qualification,35-55,0,60,Withdrawn
407,BBB,2024J,M,Wales,HE Qualification,0-35,2,90,Fail
408,CCC,2024B,M,South,A Level or Equivalent,35-55,0,30,Pass
409,AAA,2024J,M,West,HE Qualification,0-35,0,120,Withdrawn
410,CCC,2024B,F,South,Post Graduate Qualification,0-35,0,60,Fail
411,AAA,2024J,F,Wales,Post Graduate Qualification,55<=,0,120,Fail
412,DDD,2024B,F,South,HE Qualification,35-55,1,60,Pass
413,BBB,2024J,M,South,Post Graduate Qualification,0-35,0,120,Withdrawn
414,DDD,2024B,M,West,Post Graduate Qualification,0-35,2,90,Fail
415,CCC,2024B,M,North,Post Graduate Qualification,55<=,1,30,Distinction
416,BBB,2024J,M,South,A Level or Equivalent,0-35,0,90,Withdrawn
417,DDD,2024B,M,South,Lower Than A Level,35-55,0,90,Pass
418,BBB,2024J,F,South,Lower Than A Level,0-35,0,30,Pass
419,DDD,2024B,F,Scotland,Post Graduate Qualification,55<=,0,120,Pass
420,DDD,2024B,M,North,Post Graduate Qualification,55<=,0,30,Fail
421,AAA,2024J,F,West,Post Graduate Qualification,55<=,0,120,Withdrawn
422,DDD,2024B,M,East,A Level or Equivalent,55<=,0,60,Distinction
423,AAA,2024J,M,East,HE Qualification,35-55,0,60,Pass
424,DDD,2024B,M,East,Post Graduate Qualification,0-35,0,30,Distinction
425,AAA,2024J,F,Scotland,A Level or Equivalent,55<=,0,60,Pass
426,AAA,2024J,M,Scotland,A Level or Equivalent,35-55,1,90,Pass
427,AAA,2024J,F,Central,HE Qualification,55<=,1,60,Distinction
428,BBB,2024J,F,North,Post Graduate Qualification,55<=,0,120,Fail
429,AAA,2024J,M,East,Post Graduate Qualification,0-35,0,120,Distinction
430,BBB,2024J,M,South,Lower Than A Level,55<=,0,30,Fail
431,DDD,2024B,F,Central,HE Qualification,35-55,0,90,Distinction
432,DDD,2024B,M,Wales,Post Graduate Qualification,0-35,0,90,Pass
433,BBB,2024J,M,Scotland,HE Qualification,55<=,0,90,Pass
434,AAA,2024J,M,North,HE Qualification,0-35,0,90,Fail
435,BBB,2024J,M,Wales,Post Graduate Qualification,0-35,2,30,Distinction
436,CCC,2024B,F,East,Lower Than A Level,55<=,0,90,Withdrawn
437,BBB,2024J,F,West,Post Graduate Qualification,55<=,0,30,Fail
438,AAA,2024J,F,Wales,A Level or Equivalent,35-55,2,60,Pass
439,AAA,2024J,F,Scotland,Post Graduate Qualification,35-55,0,60,Distinction
440,DDD,2024B,M,North,HE Qualification,35-55,0,90,Distinction
441,CCC,2024B,M,North,Post Graduate Qualification,0-35,1,60,Fail
442,BBB,2024J,F,Scotland,Post Graduate Qualification,0-35,2,90,Pass
443,BBB,2024J,M,North,Lower Than A Level,55<=,0,30,Withdrawn
444,DDD,2024B,F,West,Lower Than A Level,35-55,1,90,Pass
445,BBB,2024J,M,Central,Lower Than A Level,55<=,1,120,Pass
446,AAA,2024J,F,Scotland,HE Qualification,35-55,0,120,Fail
447,CCC,2024B,M,West,HE Qualification,55<=,0,60,Distinction
448,BBB,2024J,F,South,Post Graduate Qualification,0-35,0,90,Fail
449,AAA,2024J,F,North,Post Graduate Qualification,55<=,0,60,Fail
450,AAA,2024J,F,Scotland,HE Qualification,35-55,0,90,Pass
451,DDD,2024B,F,Scotland,HE Qualification,55<=,0,60,Pass
452,AAA,2024J,F,Wales,Post Graduate Qualification,55<=,1,30,Distinction
453,AAA,2024J,M,North,HE Qualification,35-55,0,90,Withdrawn
454,DDD,2024B,F,South,A Level or Equivalent,0-35,0,120,Pass
455,BBB,2024J,M,North,Post Graduate Qualification,35-55,1,30,Withdrawn
456,AAA,2024J,M,South,Post Graduate Qualification,35-55,0,120,Fail
457,BBB,2024J,F,Central,Lower Than A Level,0-35,3,60,Pass
458,DDD,2024B,F,East,Post Graduate Qualification,55<=,0,120,Withdrawn
459,DDD,2024B,F,West,Post Graduate Qualification,55<=,0,90,Fail
460,CCC,2024B,F,East,HE Qualification,0-35,3,30,Pass
461,BBB,2024J,M,North,Lower Than A Level,0-35,0,30,Fail
462,AAA,2024J,F,Central,Lower Than A Level,0-35,0,90,Withdrawn
463,CCC,2024B,M,East,A Level or Equivalent,0-35,0,60,Pass
464,AAA,2024J,M,Scotland,A Level or Equivalent,55<=,2,120,Pass
465,DDD,2024B,F,North,HE Qualification,55<=,1,120,Withdrawn
466,AAA,2024J,M,Wales,Lower Than A Level,55<=,0,120,Withdrawn
467,CCC,2024B,F,Central,Post Graduate Qualification,55<=,1,90,Fail
468,DDD,2024B,M,Wales,Post Graduate Qualification,55<=,1,90,Withdrawn
469,BBB,2024J,M,Wales,HE Qualification,0-35,0,60,Pass
470,BBB,2024J,F,West,A Level or Equivalent,55<=,1,90,Fail
471,BBB,2024J,M,Central,A Level or Equivalent,35-55,0,90,Pass
472,DDD,2024B,M,West,Lower Than A Level,0-35,2,90,Pass
473,BBB,2024J,M,Scotland,HE Qualification,0-35,0,60,Withdrawn
474,AAA,2024J,M,Central,A Level or Equivalent,35-55,0,30,Distinction
475,AAA,2024J,M,Scotland,A Level or Equivalent,0-35,2,30,Withdrawn
476,AAA,2024J,M,West,A Level or Equivalent,55<=,0,30,Fail
477,CCC,2024B,M,Central,A Level or Equivalent,55<=,3,120,Fail
478,AAA,2024J,F,North,A Level or Equivalent,55<=,0,120,Distinction
479,CCC,2024B,F,East,A Level or Equivalent,55<=,0,120,Withdrawn
480,AAA,2024J,F,South,HE Qualification,0-35,1,30,Fail
481,AAA,2024J,F,East,Lower Than A Level,55<=,0,30,Withdrawn
482,BBB,2024J,M,North,Lower Than A Level,55<=,0,60,Pass
483,DDD,2024B,M,Central,Lower Than A Level,55<=,0,30,Withdrawn
484,CCC,2024B,M,Scotland,A Level or Equivalent,55<=,0,120,Distinction
485,AAA,2024J,F,Scotland,A Level or Equivalent,35-55,0,90,Pass
486,DDD,2024B,M,Central,A Level or Equivalent,55<=,1,90,Pass
487,CCC,2024B,M,South,A Level or Equivalent,35-55,0,120,Distinction
488,AAA,2024J,M,Wales,HE Qualification,35-55,0,30,Pass
489,DDD,2024B,M,North,A Level or Equivalent,0-35,1,120,Pass
490,BBB,2024J,F,Wales,HE Qualification,35-55,0,90,Withdrawn
491,AAA,2024J,M,Scotland,A Level or Equivalent,35-55,0,90,Withdrawn
492,BBB,2024J,M,Wales,HE Qualification,35-55,1,90,Fail
493,DDD,2024B,M,South,HE Qualification,55<=,3,90,Pass
494,BBB,2024J,M,Central,A Level or Equivalent,35-55,0,60,Fail
495,DDD,2024B,M,Wales,HE Qualification,35-55,2,30,Pass
496,AAA,2024J,F,West,Post Graduate Qualification,55<=,1,120,Distinction
497,BBB,2024J,M,Wales,HE Qualification,35-55,0,90,Withdrawn
498,CCC,2024B,F,West,Post Graduate Qualification,0-35,0,30,Pass
499,CCC,2024B,F,West,Post Graduate Qualification,35-55,1,90,Distinction
500,AAA,2024J,M,Scotland,HE Qualification,35-55,1,30,Distinction
501,CCC,2024B,F,Central,A Level or Equivalent,0-35,0,60,Pass
502,CCC,2024B,M,West,HE Qualification,55<=,0,90,Pass
503,DDD,2024B,F,Scotland,HE Qualification,55<=,2,120,Withdrawn
504,CCC,2024B,M,East,Post Graduate Qualification,55<=,1,120,Fail
505,CCC,2024B,M,West,HE Qualification,35-55,0,90,Pass
506,DDD,2024B,F,Wales,A Level or Equivalent,0-35,2,60,Distinction
507,BBB,2024J,F,North,Post Graduate Qualification,0-35,2,30,Distinction
508,CCC,2024B,F,Wales,HE Qualification,0-35,0,60,Withdrawn
509,AAA,2024J,M,East,A Level or Equivalent,0-35,0,90,Withdrawn
510,BBB,2024J,F,Central,HE Qualification,55<=,0,60,Fail
511,CCC,2024B,M,Wales,Lower Than A Level,55<=,0,90,Withdrawn
512,AAA,2024J,M,Wales,A Level or Equivalent,0-35,0,60,Distinction
513,BBB,2024J,M,East,Post Graduate Qualification,55<=,0,120,Pass
514,CCC,2024B,M,East,A Level or Equivalent,0-35,0,30,Withdrawn
515,AAA,2024J,M,Wales,A Level or Equivalent,55<=,0,30,Fail
516,BBB,2024J,M,Scotland,Lower Than A Level,35-55,0,30,Pass
517,DDD,2024B,F,Wales,HE Qualification,0-35,0,120,Pass
518,CCC,2024B,M,West,HE Qualification,0-35,0,90,Pass
519,BBB,2024J,M,West,A Level or Equivalent,55<=,1,90,Withdrawn
520,BBB,2024J,M,Wales,Post Graduate Qualification,55<=,1,90,Withdrawn
521,CCC,2024B,M,East,Lower Than A Level,35-55,0,60,Pass
522,AAA,2024J,F,West,Post Graduate Qualification,55<=,0,30,Withdrawn
523,AAA,2024J,F,East,HE Qualification,35-55,0,120,Pass
524,AAA,2024J,F,Central,HE Qualification,35-55,1,90,Pass
525,BBB,2024J,F,East,HE Qualification,0-35,3,60,Withdrawn
526,AAA,2024J,M,North,Post Graduate Qualification,55<=,0,60,Pass
527,DDD,2024B,M,Central,Post Graduate Qualification,0-35,1,120,Pass
528,AAA,2024J,M,South,HE Qualification,35-55,0,120,Pass
529,BBB,2024J,M,Central,Post Graduate Qualification,0-35,2,30,Withdrawn
530,AAA,2024J,M,Scotland,A Level or Equivalent,35-55,0,120,Distinction
531,AAA,2024J,F,Scotland,HE Qualification,55<=,0,60,Fail
532,DDD,2024B,M,Wales,Lower Than A Level,55<=,0,90,Withdrawn
533,BBB,2024J,M,South,A Level or Equivalent,0-35,0,30,Withdrawn
534,AAA,2024J,M,East,Post Graduate Qualification,35-55,1,30,Fail
535,BBB,2024J,F,West,HE Qualification,55<=,0,120,Fail
536,CCC,2024B,F,North,HE Qualification,0-35,0,30,Withdrawn
537,CCC,2024B,M,South,A Level or Equivalent,0-35,1,60,Pass
538,AAA,2024J,M,West,Lower Than A Level,35-55,0,30,Distinction
539,AAA,2024J,M,West,HE Qualification,0-35,3,60,Pass
540,DDD,2024B,F,Central,Post Graduate Qualification,55<=,1,90,Pass
541,AAA,2024J,M,Scotland,HE Qualification,55<=,1,90,Withdrawn
542,DDD,2024B,F,Scotland,A Level or Equivalent,35-55,1,30,Fail
543,BBB,2024J,F,West,Post Graduate Qualification,55<=,0,60,Pass
544,BBB,2024J,M,North,HE Qualification,0-35,0,60,Pass
545,CCC,2024B,F,Wales,A Level or Equivalent,0-35,0,60,Withdrawn
546,AAA,2024J,M,Scotland,HE Qualification,35-55,0,90,Pass
547,CCC,2024B,F,North,A Level or Equivalent,0-35,1,60,Withdrawn
548,DDD,2024B,F,Scotland,HE Qualification,55<=,1,60,Withdrawn
549,CCC,2024B,M,Central,Lower Than A Level,35-55,0,120,Withdrawn
550,DDD,2024B,F,North,A Level or Equivalent,55<=,0,90,Withdrawn
551,CCC,2024B,F,Wales,Lower Than A Level,55<=,2,90,Distinction
552,AAA,2024J,F,North,A Level or Equivalent,0-35,0,60,Distinction
553,BBB,2024J,F,Wales,A Level or Equivalent,55<=,0,90,Distinction
554,CCC,2024B,M,South,Post Graduate Qualification,0-35,0,60,Withdrawn
555,DDD,2024B,F,Wales,Lower Than A Level,55<=,1,60,Withdrawn
556,DDD,2024B,M,Scotland,HE Qualification,35-55,1,30,Pass
557,CCC,2024B,M,Central,Post Graduate Qualification,55<=,0,120,Pass
558,DDD,2024B,F,West,A Level or Equivalent,55<=,2,120,Withdrawn
559,AAA,2024J,M,Wales,A Level or Equivalent,55<=,1,120,Pass
560,BBB,2024J,M,East,Post Graduate Qualification,35-55,0,60,Withdrawn
561,DDD,2024B,F,Central,A Level or Equivalent,35-55,2,60,Pass
562,CCC,2024B,M,Scotland,HE Qualification,35-55,0,30,Pass
563,AAA,2024J,M,Scotland,A Level or Equivalent,35-55,1,30,Pass
564,BBB,2024J,M,Central,Lower Than A Level,35-55,1,30,Withdrawn
565,AAA,2024J,M,Central,A Level or Equivalent,0-35,0,120,Withdrawn
566,CCC,2024B,M,North,HE Qualification,35-55,0,30,Withdrawn
567,CCC,2024B,F,West,Post Graduate Qualification,0-35,2,120,Pass
568,BBB,2024J,F,Central,Lower Than A Level,0-35,2,90,Withdrawn
569,CCC,2024B,M,North,A Level or Equivalent,35-55,0,90,Pass
570,AAA,2024J,F,Wales,Lower Than A Level,0-35,0,90,Fail
571,BBB,2024J,M,Central,A Level or Equivalent,35-55,0,30,Pass
572,AAA,2024J,M,Scotland,A Level or Equivalent,55<=,1,120,Pass
573,DDD,2024B,F,Central,Post Graduate Qualification,35-55,1,30,Fail
574,BBB,2024J,M,Scotland,HE Qualification,55<=,2,30,Fail
575,AAA,2024J,M,Wales,Lower Than A Level,0-35,1,60,Withdrawn
576,BBB,2024J,F,Wales,A Level or Equivalent,0-35,0,60,Withdrawn
577,BBB,2024J,M,South,A Level or Equivalent,0-35,0,60,Withdrawn
578,DDD,2024B,F,North,A Level or Equivalent,0-35,0,60,Pass
579,AAA,2024J,M,Wales,Post Graduate Qualification,55<=,0,90,Pass
580,AAA,2024J,M,Central,HE Qualification,35-55,0,30,Distinction
581,CCC,2024B,F,North,Post Graduate Qualification,55<=,0,60,Fail
582,CCC,2024B,F,North,Post Graduate Qualification,35-55,1,30,Fail
583,CCC,2024B,F,West,Lower Than A Level,0-35,0,30,Fail
584,AAA,2024J,M,East,Lower Than A Level,35-55,0,30,Withdrawn
585,BBB,2024J,F,West,A Level or Equivalent,35-55,2,120,Pass
586,BBB,2024J,M,South,HE Qualification,55<=,0,90,Withdrawn
587,AAA,2024J,M,South,HE Qualification,0-35,0,120,Pass
588,BBB,2024J,F,South,A Level or Equivalent,55<=,0,60,Fail
589,AAA,2024J,F,South,Post Graduate Qualification,35-55,0,30,Fail
590,CCC,2024B,F,Scotland,Post Graduate Qualification,0-35,2,90,Withdrawn
591,AAA,2024J,M,West,HE Qualification,0-35,3,30,Pass
592,AAA,2024J,M,East,A Level or Equivalent,35-55,0,60,Distinction
593,AAA,2024J,M,West,Post Graduate Qualification,0-35,2,30,Distinction
594,AAA,2024J,M,Wales,A Level or Equivalent,0-35,1,120,Withdrawn
595,CCC,2024B,M,East,Lower Than A Level,35-55,0,90,Withdrawn
596,BBB,2024J,F,South,Post Graduate Qualification,0-35,0,90,Pass
597,DDD,2024B,M,Wales,HE Qualification,35-55,0,90,Distinction
598,AAA,2024J,M,West,Lower Than A Level,55<=,0,120,Pass
599,AAA,2024J,M,West,A Level or Equivalent,55<=,2,30,Fail
600,AAA,2024J,F,North,Post Graduate Qualification,0-35,3,30,Distinction
601,AAA,2024J,F,West,Lower Than A Level,55<=,0,60,Distinction
602,CCC,2024B,M,Scotland,A Level or Equivalent,0-35,0,60,Fail
603,DDD,2024B,F,North,Lower Than A Level,35-55,0,30,Pass
604,BBB,2024J,M,North,A Level or Equivalent,35-55,0,30,Distinction
605,BBB,2024J,F,South,A Level or Equivalent,55<=,2,30,Pass
606,AAA,2024J,F,Wales,Lower Than A Level,35-55,0,30,Pass
607,AAA,2024J,F,Scotland,HE Qualification,35-55,0,90,Withdrawn
608,CCC,2024B,M,Scotland,HE Qualification,0-35,0,120,Pass
609,BBB,2024J,M,Central,Lower Than A Level,0-35,0,120,Pass
610,BBB,2024J,F,East,HE Qualification,0-35,1,60,Distinction
611,CCC,2024B,F,North,A Level or Equivalent,55<=,0,60,Distinction
612,AAA,2024J,M,East,Lower Than A Level,55<=,0,120,Fail
613,BBB,2024J,M,South,Lower Than A Level,35-55,0,90,Pass
614,AAA,2024J,M,Central,A Level or Equivalent,35-55,3,90,Pass
615,AAA,2024J,M,Central,HE Qualification,35-55,0,30,Withdrawn
616,AAA,2024J,M,West,Lower Than A Level,35-55,1,90,Withdrawn
617,BBB,2024J,F,West,HE Qualification,0-35,1,30,Distinction
618,BBB,2024J,M,Scotland,Lower Than A Level,35-55,1,60,Pass
619,AAA,2024J,F,Central,Lower Than A Level,0-35,0,120,Pass
620,DDD,2024B,F,South,HE Qualification,35-55,0,120,Fail
621,DDD,2024B,F,West,Post Graduate Qualification,0-35,1,30,Fail
622,AAA,2024J,M,West,A Level or Equivalent,0-35,0,90,Distinction
623,DDD,2024B,F,Scotland,Lower Than A Level,55<=,0,60,Pass
624,AAA,2024J,F,Scotland,Lower Than A Level,0-35,0,30,Distinction
625,BBB,2024J,M,Scotland,Lower Than A Level,35-55,2,120,Distinction
626,DDD,2024B,M,North,HE Qualification,0-35,0,90,Pass
627,DDD,2024B,F,Wales,A Level or Equivalent,55<=,1,120,Distinction
628,AAA,2024J,F,North,A Level or Equivalent,0-35,3,30,Withdrawn
629,CCC,2024B,M,East,Post Graduate Qualification,35-55,0,30,Pass
630,DDD,2024B,M,East,HE Qualification,55<=,2,90,Withdrawn
631,BBB,2024J,F,South,Lower Than A Level,0-35,0,30,Pass
632,BBB,2024J,M,South,Post Graduate Qualification,55<=,0,90,Pass
633,CCC,2024B,M,North,A Level or Equivalent,35-55,0,30,Pass
634,CCC,2024B,F,South,A Level or Equivalent,0-35,0,120,Pass
635,AAA,2024J,M,Central,Post Graduate Qualification,0-35,0,120,Pass
636,CCC,2024B,M,Central,HE Qualification,35-55,0,90,Fail
637,BBB,2024J,F,East,Post Graduate Qualification,0-35,0,90,Fail
638,AAA,2024J,F,Wales,A Level or Equivalent,35-55,0,60,Distinction
639,BBB,2024J,M,North,Lower Than A Level,35-55,1,60,Withdrawn
640,CCC,2024B,F,West,HE Qualification,0-35,0,60,Pass
641,DDD,2024B,F,South,Lower Than A Level,55<=,1,30,Withdrawn
642,BBB,2024J,F,North,HE Qualification,0-35,0,60,Fail
643,CCC,2024B,F,North,A Level or Equivalent,55<=,1,30,Pass
644,AAA,2024J,M,Scotland,Lower Than A Level,55<=,3,30,Fail
645,BBB,2024J,F,South,Post Graduate Qualification,35-55,0,120,Pass
646,CCC,2024B,M,East,Lower Than A Level,55<=,0,30,Pass
647,DDD,2024B,F,South,Lower Than A Level,55<=,0,120,Fail
648,CCC,2024B,F,East,Lower Than A Level,35-55,0,60,Pass
649,BBB,2024J,F,South,Lower Than A Level,35-55,0,30,Distinction
650,BBB,2024J,M,Wales,A Level or Equivalent,0-35,0,120,Fail
651,DDD,2024B,M,Scotland,HE Qualification,35-55,1,90,Fail
652,AAA,2024J,F,South,HE Qualification,55<=,0,30,Fail
653,BBB,2024J,M,East,Lower Than A Level,0-35,2,60,Pass
654,DDD,2024B,M,North,Lower Than A Level,55<=,0,30,Fail
655,DDD,2024B,F,West,Lower Than A Level,35-55,2,120,Withdrawn
656,CCC,2024B,F,North,Lower Than A Level,0-35,1,120,Fail
657,AAA,2024J,M,Scotland,Post Graduate Qualification,35-55,1,60,Pass
658,BBB,2024J,M,North,A Level or Equivalent,55<=,0,30,Pass
659,AAA,2024J,M,West,Post Graduate Qualification,35-55,0,60,Fail
660,AAA,2024J,F,Wales,Lower Than A Level,35-55,0,60,Pass
661,DDD,2024B,F,Scotland,A Level or Equivalent,35-55,2,30,Fail
662,BBB,2024J,M,North,HE Qualification,55<=,1,60,Withdrawn
663,AAA,2024J,F,West,HE Qualification,55<=,1,60,Withdrawn
664,CCC,2024B,F,North,HE Qualification,35-55,2,60,Withdrawn
665,AAA,2024J,M,South,A Level or Equivalent,35-55,2,60,Fail
666,AAA,2024J,M,Central,Lower Than A Level,55<=,2,30,Withdrawn
667,AAA,2024J,M,Scotland,A Level or Equivalent,35-55,1,120,Withdrawn
668,AAA,2024J,F,North,Post Graduate Qualification,0-35,0,60,Distinction
669,DDD,2024B,M,North,Lower Than A Level,35-55,0,90,Fail
670,CCC,2024B,F,West,A Level or Equivalent,35-55,0,120,Withdrawn
671,CCC,2024B,F,East,A Level or Equivalent,55<=,1,30,Withdrawn
672,CCC,2024B,M,Scotland,Lower Than A Level,55<=,0,90,Withdrawn
673,BBB,2024J,M,South,Lower Than A Level,35-55,0,120,Withdrawn
674,AAA,2024J,M,East,Lower Than A Level,35-55,2,120,Fail
675,AAA,2024J,M,Central,Post Graduate Qualification,0-35,1,90,Pass
676,CCC,2024B,M,West,HE Qualification,0-35,3,90,Fail
677,CCC,2024B,M,West,Post Graduate Qualification,35-55,0,90,Pass
678,AAA,2024J,F,South,HE Qualification,55<=,0,30,Withdrawn
679,AAA,2024J,F,South,HE Qualification,0-35,2,30,Withdrawn
680,DDD,2024B,M,Wales,HE Qualification,0-35,1,60,Pass
681,AAA,2024J,M,Wales,Post Graduate Qualification,55<=,0,60,Pass
682,BBB,2024J,F,West,HE Qualification,55<=,0,30,Fail
683,AAA,2024J,M,Scotland,HE Qualification,0-35,0,60,Pass
684,AAA,2024J,F,Central,HE Qualification,0-35,0,60,Fail
685,BBB,2024J,M,Scotland,A Level or Equivalent,0-35,0,120,Distinction
686,DDD,2024B,M,North,HE Qualification,0-35,0,120,Pass
687,BBB,2024J,M,West,A Level or Equivalent,35-55,0,30,Pass
688,DDD,2024B,F,East,HE Qualification,55<=,2,60,Withdrawn
689,DDD,2024B,M,Scotland,Post Graduate Qualification,55<=,0,60,Fail
690,BBB,2024J,M,East,Lower Than A Level,0-35,1,30,Pass
691,DDD,2024B,F,Central,Post Graduate Qualification,0-35,1,90,Pass
692,AAA,2024J,F,North,Lower Than A Level,0-35,0,60,Distinction
693,DDD,2024B,F,Central,Lower Than A Level,55<=,0,90,Withdrawn
694,CCC,2024B,F,East,Post Graduate Qualification,55<=,0,30,Distinction
695,BBB,2024J,M,North,Post Graduate Qualification,55<=,0,30,Fail
696,AAA,2024J,F,Central,Lower Than A Level,0-35,0,30,Pass
697,AAA,2024J,F,Wales,A Level or Equivalent,35-55,0,120,Withdrawn
698,DDD,2024B,F,North,HE Qualification,55<=,0,30,Pass
699,DDD,2024B,M,Central,A Level or Equivalent,0-35,0,30,Fail
700,AAA,2024J,F,Scotland,A Level or Equivalent,55<=,1,30,Pass
701,AAA,2024J,M,West,Lower Than A Level,0-35,2,120,Pass
702,BBB,2024J,F,Wales,A Level or Equivalent,35-55,1,60,Pass
703,AAA,2024J,M,West,Post Graduate Qualification,0-35,1,90,Fail
704,AAA,2024J,M,South,HE Qualification,0-35,1,60,Pass
705,DDD,2024B,M,East,Lower Than A Level,55<=,0,60,Pass
706,CCC,2024B,F,West,A Level or Equivalent,0-35,0,120,Fail
707,AAA,2024J,F,West,Lower Than A Level,35-55,0,120,Pass
708,CCC,2024B,F,North,Lower Than A Level,55<=,0,90,Withdrawn
709,AAA,2024J,F,Central,HE Qualification,55<=,0,30,Pass
710,AAA,2024J,F,North,Lower Than A Level,0-35,0,60,Distinction
711,DDD,2024B,M,Wales,A Level or Equivalent,0-35,0,30,Distinction
712,BBB,2024J,M,Central,Post Graduate Qualification,55<=,0,60,Fail
713,CCC,2024B,F,Scotland,A Level or Equivalent,35-55,3,90,Pass
714,AAA,2024J,M,Scotland,HE Qualification,35-55,0,30,Withdrawn
715,DDD,2024B,M,Central,Post Graduate Qualification,55<=,0,90,Withdrawn
716,AAA,2024J,F,West,Lower Than A Level,35-55,1,30,Withdrawn
717,AAA,2024J,F,East,Lower Than A Level,55<=,1,60,Fail
718,BBB,2024J,M,West,Lower Than A Level,0-35,0,30,Withdrawn
719,CCC,2024B,M,West,Post Graduate Qualification,35-55,2,120,Withdrawn
720,BBB,2024J,F,South,Lower Than A Level,0-35,1,90,Fail
721,BBB,2024J,F,South,A Level or Equivalent,35-55,1,30,Distinction
722,BBB,2024J,M,East,A Level or Equivalent,55<=,0,60,Distinction
723,BBB,2024J,F,North,Lower Than A Level,0-35,0,120,Pass
724,BBB,2024J,M,East,HE Qualification,0-35,1,120,Pass
725,BBB,2024J,M,West,Post Graduate Qualification,0-35,1,120,Withdrawn
726,AAA,2024J,M,North,Lower Than A Level,55<=,0,60,Fail
727,DDD,2024B,M,Scotland,Lower Than A Level,35-55,0,60,Withdrawn
728,BBB,2024J,F,Central,Lower Than A Level,35-55,1,60,Withdrawn
729,DDD,2024B,M,Scotland,HE Qualification,55<=,0,120,Distinction
730,BBB,2024J,M,Scotland,Lower Than A Level,35-55,0,120,Pass
731,BBB,2024J,M,South,HE Qualification,35-55,0,60,Pass
732,AAA,2024J,F,East,HE Qualification,35-55,0,60,Fail
733,DDD,2024B,F,Wales,Lower Than A Level,55<=,0,90,Fail
734,AAA,2024J,M,Wales,HE Qualification,0-35,0,60,Pass
735,CCC,2024B,F,North,A Level or Equivalent,35-55,1,90,Fail
736,CCC,2024B,M,West,Post Graduate Qualification,35-55,0,60,Fail
737,DDD,2024B,M,East,A Level or Equivalent,0-35,0,60,Withdrawn
738,DDD,2024B,F,Wales,HE Qualification,55<=,0,90,Withdrawn
739,CCC,2024B,M,Central,Lower Than A Level,0-35,2,30,Distinction
740,DDD,2024B,F,Wales,Post Graduate Qualification,55<=,1,60,Pass
741,CCC,2024B,F,South,A Level or Equivalent,0-35,1,30,Pass
742,AAA,2024J,F,Scotland,Lower Than A Level,35-55,0,30,Withdrawn
743,DDD,2024B,F,East,HE Qualification,35-55,0,30,Distinction
744,CCC,2024B,M,Central,A Level or Equivalent,35-55,0,90,Fail
745,CCC,2024B,M,Scotland,Post Graduate Qualification,55<=,1,120,Fail
746,BBB,2024J,M,North,A Level or Equivalent,0-35,0,30,Distinction
747,AAA,2024J,F,North,A Level or Equivalent,55<=,1,60,Pass
748,DDD,2024B,F,Wales,HE Qualification,55<=,0,90,Fail
749,AAA,2024J,M,West,A Level or Equivalent,0-35,1,60,Withdrawn
