team_id,team_name,member_id,week,hours_logged,commits,meetings_attended,tasks_completed,peer_rating,contribution_pattern
9,Team_09,T09M1,8,8.7,7,2,5,4.6,high
9,Team_09,T09M1,9,7.1,6,2,4,3.5,high
9,Team_09,T09M1,10,7.2,9,2,4,4.1,high
9,Team_09,T09M1,11,7.8,5,1,3,4.5,high
9,Team_09,T09M1,12,6.9,9,2,2,4.1,high
9,Team_09,T09M1,13,9.9,14,2,5,4.7,high
9,Team_09,T09M1,14,8.5,6,1,4,4.1,high
9,Team_09,T09M2,1,4.5,4,1,2,3.0,medium
9,Team_09,T09M2,2,7.4,7,1,2,3.8,medium
9,Team_09,T09M2,3,5.1,5,0,3,3.2,medium
9,Team_09,T09M2,4,4.5,6,2,3,3.3,medium
9,Team_09,T09M2,5,4.0,3,1,3,3.6,medium
9,Team_09,T09M2,6,5.4,6,2,2,3.3,medium
9,Team_09,T09M2,7,6.7,9,2,4,3.8,medium
9,Team_09,T09M2,8,4.1,5,0,1,3.5,medium
9,Team_09,T09M2,9,5.4,7,2,3,4.0,medium
9,Team_09,T09M2,10,5.5,7,0,3,3.2,medium
9,Team_09,T09M2,11,3.5,2,2,0,2.8,medium
9,Team_09,T09M2,12,4.0,2,1,2,2.9,medium
9,Team_09,T09M2,13,6.0,8,1,3,3.7,medium
9,Team_09,T09M2,14,3.5,3,0,0,3.2,medium
9,Team_09,T09M3,1,6.0,7,2,2,4.0,medium
9,Team_09,T09M3,2,9.5,5,0,5,4.1,medium
9,Team_09,T09M3,3,6.7,6,1,3,4.1,medium
9,Team_09,T09M3,4,6.2,9,1,4,3.5,medium
9,Team_09,T09M3,5,8.7,6,0,5,4.7,medium
9,Team_09,T09M3,6,8.5,4,1,4,4.1,medium
9,Team_09,T09M3,7,7.8,8,2,2,3.6,medium
9,Team_09,T09M3,8,9.3,10,1,5,4.8,medium
9,Team_09,T09M3,9,9.8,13,0,3,4.2,medium
9,Team_09,T09M3,10,9.4,13,1,4,3.9,medium
9,Team_09,T09M3,11,6.2,8,2,4,3.9,medium
9,Team_09,T09M3,12,6.6,8,0,2,3.9,medium
9,Team_09,T09M3,13,8.9,10,1,3,4.1,medium
9,Team_09,T09M3,14,8.2,8,1,5,4.5,medium
10,Team_10,T10M1,1,9.6,14,2,3,4.4,high
10,Team_10,T10M1,2,12.9,7,1,5,5.0,high
10,Team_10,T10M1,3,10.4,13,2,5,5.0,high
10,Team_10,T10M1,4,10.3,11,1,5,4.3,high
10,Team_10,T10M1,5,11.2,9,0,6,4.8,high
10,Team_10,T10M1,6,10.5,13,1,4,4.8,high
10,Team_10,T10M1,7,9.4,6,2,5,4.0,high
10,Team_10,T10M1,8,10.6,9,0,4,5.0,high
10,Team_10,T10M1,9,10.8,13,0,4,4.2,high
10,Team_10,T10M1,10,10.7,11,2,5,4.3,high
10,Team_10,T10M1,11,9.4,9,2,5,4.7,high
10,Team_10,T10M1,12,12.5,6,1,6,5.0,high
10,Team_10,T10M1,13,11.9,12,0,6,4.9,high
10,Team_10,T10M1,14,11.8,7,1,5,4.6,high
10,Team_10,T10M2,1,0.4,0,0,0,2.3,low
10,Team_10,T10M2,2,0.3,0,2,1,2.3,low
10,Team_10,T10M2,3,0,0,1,0,2.8,low
10,Team_10,T10M2,4,0.9,1,1,0,2.6,low
10,Team_10,T10M2,5,2.6,3,2,0,2.8,low
10,Team_10,T10M2,6,1.7,2,1,0,2.5,low
10,Team_10,T10M2,7,0.9,0,2,1,2.8,low
10,Team_10,T10M2,8,3.2,4,1,1,2.9,low
10,Team_10,T10M2,9,2.5,2,2,0,3.1,low
10,Team_10,T10M2,10,1.5,1,2,0,3.3,low
10,Team_10,T10M2,11,1.2,1,1,0,3.1,low
10,Team_10,T10M2,12,0,0,1,1,2.5,low
10,Team_10,T10M2,13,1.9,1,2,0,3.1,low
10,Team_10,T10M2,14,2.5,1,2,1,3.1,low
10,Team_10,T10M3,1,9.2,8,0,4,4.5,medium
10,Team_10,T10M3,2,8.9,9,0,3,4.6,medium
10,Team_10,T10M3,3,8.3,7,2,5,3.7,medium
10,Team_10,T10M3,4,9.6,11,1,4,4.9,medium
10,Team_10,T10M3,5,7.4,3,1,2,4.0,medium
10,Team_10,T10M3,6,7.8,8,2,2,4.0,medium
10,Team_10,T10M3,7,7.3,9,2,4,4.0,medium
10,Team_10,T10M3,8,7.1,3,0,3,3.8,medium
10,Team_10,T10M3,9,9.5,5,2,3,4.3,medium
10,Team_10,T10M3,10,7.1,9,2,3,3.8,medium
10,Team_10,T10M3,11,6.1,7,1,3,3.3,medium
10,Team_10,T10M3,12,5.9,7,0,2,3.8,medium
10,Team_10,T10M3,13,8.4,5,2,3,4.2,medium
10,Team_10,T10M3,14,7.9,6,1,3,3.8,medium
10,Team_10,T10M4,1,5.3,4,0,3,3.7,medium
10,Team_10,T10M4,2,3.5,3,1,0,3.4,medium
10,Team_10,T10M4,3,3.6,4,0,2,2.8,medium
10,Team_10,T10M4,4,6.2,4,1,2,3.7,medium
10,Team_10,T10M4,5,3.8,5,2,2,3.1,medium
10,Team_10,T10M4,6,4.3,3,0,2,3.2,medium
10,Team_10,T10M4,7,4.6,3,2,3,3.7,medium
10,Team_10,T10M4,8,6.4,6,2,2,3.6,medium
10,Team_10,T10M4,9,3.7,2,1,2,2.9,medium
10,Team_10,T10M4,10,4.3,4,2,2,3.3,medium
10,Team_10,T10M4,11,4.7,4,2,1,3.5,medium
10,Team_10,T10M4,12,4.7,3,1,2,3.6,medium
10,Team_10,T10M4,13,6.2,9,1,2,3.4,medium
10,Team_10,T10M4,14,4.3,4,2,2,3.3,medium
11,Team_11,T11M1,1,10.6,7,2,4,4.9,high
11,Team_11,T11M1,2,9.7,5,0,5,4.2,high
11,Team_11,T11M1,3,12.0,12,1,6,4.9,high
11,Team_11,T11M1,4,11.1,8,2,5,4.8,high
11,Team_11,T11M1,5,11.9,14,1,6,4.6,high
11,Team_11,T11M1,6,10.5,13,2,4,4.4,high
11,Team_11,T11M1,7,12.8,12,1,5,5.0,high
11,Team_11,T11M1,8,12.8,16,0,5,5.0,high
11,Team_11,T11M1,9,11.2,9,2,6,4.9,high
11,Team_11,T11M1,10,9.5,6,0,3,4.7,high
11,Team_11,T11M1,11,11.1,11,2,6,4.4,high
11,Team_11,T11M1,12,12.8,10,2,6,5.0,high
11,Team_11,T11M1,13,10.9,15,0,4,5.0,high
11,Team_11,T11M1,14,12.0,17,1,6,4.5,high
11,Team_11,T11M2,1,5.8,7,2,2,3.7,medium
11,Team_11,T11M2,2,5.3,4,1,2,3.5,medium
11,Team_11,T11M2,3,5.5,7,0,2,3.6,medium
11,Team_11,T11M2,4,4.1,5,1,2,3.8,medium
11,Team_11,T11M2,5,4.3,2,2,1,3.6,medium
11,Team_11,T11M2,6,4.8,5,1,1,3.8,medium
11,Team_11,T11M2,7,4.6,6,0,2,3.2,medium
11,Team_11,T11M2,8,6.3,5,2,2,3.8,medium
11,Team_11,T11M2,9,4.9,4,2,1,3.0,medium
11,Team_11,T11M2,10,5.5,7,0,1,4.0,medium
11,Team_11,T11M2,11,3.6,3,1,0,3.7,medium
11,Team_11,T11M2,12,6.6,9,1,2,4.2,medium
11,Team_11,T11M2,13,6.5,3,1,3,3.4,medium
11,Team_11,T11M2,14,5.7,6,0,2,3.8,medium
11,Team_11,T11M3,1,6.7,3,0,2,3.6,medium
11,Team_11,T11M3,2,5.3,5,2,3,3.5,medium
11,Team_11,T11M3,3,5.1,4,0,2,3.7,medium
11,Team_11,T11M3,4,6.9,5,0,4,4.2,medium
11,Team_11,T11M3,5,5.4,4,1,1,3.5,medium
11,Team_11,T11M3,6,8.3,11,2,5,3.8,medium
11,Team_11,T11M3,7,7.1,3,2,2,3.9,medium
11,Team_11,T11M3,8,7.9,8,0,3,4.2,medium
11,Team_11,T11M3,9,6.8,4,0,2,4.1,medium
11,Team_11,T11M3,10,7.4,6,1,3,4.3,medium
11,Team_11,T11M3,11,6.0,6,0,4,3.8,medium
11,Team_11,T11M3,12,7.9,6,2,2,4.4,medium
11,Team_11,T11M3,13,7.7,6,2,4,4.0,medium
11,Team_11,T11M3,14,8.0,6,0,3,4.1,medium
11,Team_11,T11M4,1,2.4,2,0,1,3.4,low
11,Team_11,T11M4,2,0.5,0,2,0,2.5,low
11,Team_11,T11M4,3,2.7,3,0,0,3.1,low
11,Team_11,T11M4,4,0.1,0,0,0,2.5,low
11,Team_11,T11M4,5,2.5,2,1,1,3.2,low
11,Team_11,T11M4,6,0.3,0,2,0,2.3,low
11,Team_11,T11M4,7,1.2,1,0,0,2.8,low
11,Team_11,T11M4,8,1.6,1,2,1,3.0,low
11,Team_11,T11M4,9,1.2,1,0,0,2.5,low
11,Team_11,T11M4,10,3.7,2,2,2,2.8,low
11,Team_11,T11M4,11,2.7,3,0,0,2.5,low
11,Team_11,T11M4,12,0.5,0,1,0,2.6,low
11,Team_11,T11M4,13,3.1,3,0,1,2.8,low
11,Team_11,T11M4,14,3.1,2,0,0,3.0,low
12,Team_12,T12M1,1,9.1,13,2,3,4.3,high
12,Team_12,T12M1,2,10.1,5,2,4,4.4,high
12,Team_12,T12M1,3,9.1,5,2,5,4.5,high
12,Team_12,T12M1,4,9.0,9,0,3,4.0,high
12,Team_12,T12M1,5,10.0,8,0,3,4.9,high
12,Team_12,T12M1,6,11.5,12,2,6,5.0,high
12,Team_12,T12M1,7,9.0,6,2,4,4.1,high
12,Team_12,T12M1,8,8.4,7,2,5,4.6,high
12,Team_12,T12M1,9,8.8,11,0,4,3.8,high
12,Team_12,T12M1,10,10.0,7,1,4,4.1,high
12,Team_12,T12M1,11,9.9,8,1,5,4.8,high
12,Team_12,T12M1,12,11.1,8,1,6,5.0,high
12,Team_12,T12M1,13,12.1,15,2,7,5.0,high
12,Team_12,T12M1,14,9.1,4,1,3,4.0,high
12,Team_12,T12M2,1,8.9,12,0,5,4.1,medium
12,Team_12,T12M2,2,8.3,6,0,5,4.6,medium
12,Team_12,T12M2,3,7.0,10,0,4,3.7,medium
12,Team_12,T12M2,4,5.5,4,2,2,3.8,medium
12,Team_12,T12M2,5,6.8,10,0,4,3.5,medium
12,Team_12,T12M2,6,5.9,7,0,3,3.7,medium
12,Team_12,T12M2,7,7.1,10,0,3,3.7,medium
12,Team_12,T12M2,8,6.6,8,2,4,3.6,medium
12,Team_12,T12M2,9,7.2,5,0,2,4.2,medium
12,Team_12,T12M2,10,7.7,5,0,3,4.0,medium
12,Team_12,T12M2,11,7.0,7,0,3,3.7,medium
12,Team_12,T12M2,12,6.4,3,0,4,3.6,medium
12,Team_12,T12M2,13,8.2,9,0,4,3.8,medium
12,Team_12,T12M2,14,8.2,12,1,5,3.7,medium
12,Team_12,T12M3,1,6.0,8,1,3,3.9,medium
12,Team_12,T12M3,2,6.3,6,0,2,3.3,medium
12,Team_12,T12M3,3,8.6,12,0,3,4.5,medium
12,Team_12,T12M3,4,6.8,7,2,2,3.9,medium
12,Team_12,T12M3,5,6.3,8,0,2,3.5,medium
12,Team_12,T12M3,6,7.9,10,0,3,3.7,medium
12,Team_12,T12M3,7,9.0,4,2,4,4.6,medium
12,Team_12,T12M3,8,6.9,3,2,3,3.5,medium
12,Team_12,T12M3,9,6.1,4,1,3,4.1,medium
12,Team_12,T12M3,10,5.4,6,0,3,3.4,medium
12,Team_12,T12M3,11,6.9,7,0,2,3.7,medium
12,Team_12,T12M3,12,5.8,4,2,1,3.8,medium
12,Team_12,T12M3,13,8.5,10,1,5,4.1,medium
12,Team_12,T12M3,14,7.5,7,2,4,3.8,medium
12,Team_12,T12M4,1,4.5,2,1,1,3.7,medium
12,Team_12,T12M4,2,4.0,3,2,0,3.8,medium
12,Team_12,T12M4,3,2.5,2,1,2,3.3,medium
12,Team_12,T12M4,4,5.8,3,0,3,4.0,medium
12,Team_12,T12M4,5,5.3,4,0,1,3.3,medium
12,Team_12,T12M4,6,3.4,4,1,2,2.7,medium
12,Team_12,T12M4,7,4.9,7,2,1,3.5,medium
12,Team_12,T12M4,8,2.9,4,1,2,2.9,medium
12,Team_12,T12M4,9,4.1,2,0,3,3.0,medium
12,Team_12,T12M4,10,4.2,2,2,1,3.6,medium
12,Team_12,T12M4,11,3.5,2,1,0,2.7,medium
12,Team_12,T12M4,12,4.5,6,0,3,3.8,medium
12,Team_12,T12M4,13,5.9,5,2,2,3.8,medium
12,Team_12,T12M4,14,3.5,2,0,2,3.6,medium
13,Team_13,T13M1,1,9.3,13,2,5,4.6,high
13,Team_13,T13M1,2,9.5,10,0,4,4.2,high
13,Team_13,T13M1,3,11.4,7,2,4,5.0,high
13,Team_13,T13M1,4,12.4,11,2,5,4.7,high
13,Team_13,T13M1,5,9.9,12,2,3,4.6,high
13,Team_13,T13M1,6,9.0,8,1,5,3.9,high
13,Team_13,T13M1,7,10.0,8,2,3,4.8,high
13,Team_13,T13M1,8,11.3,13,1,5,4.3,high
13,Team_13,T13M1,9,9.4,11,1,4,4.7,high
13,Team_13,T13M1,10,11.5,6,1,6,4.7,high
13,Team_13,T13M1,11,9.3,8,1,4,4.4,high
13,Team_13,T13M1,12,9.0,8,2,5,4.6,high
13,Team_13,T13M1,13,9.5,9,0,4,3.9,high
13,Team_13,T13M1,14,9.6,5,1,3,4.8,high
13,Team_13,T13M2,1,6.1,8,1,4,4.2,medium
13,Team_13,T13M2,2,5.9,7,1,3,3.3,medium
13,Team_13,T13M2,3,5.9,3,0,2,3.4,medium
13,Team_13,T13M2,4,3.1,3,2,2,3.2,medium
13,Team_13,T13M2,5,4.9,3,0,1,3.4,medium
13,Team_13,T13M2,6,4.5,4,0,2,2.9,medium
13,Team_13,T13M2,7,2.7,3,2,2,3.0,medium
13,Team_13,T13M2,8,2.7,1,2,1,3.5,medium
13,Team_13,T13M2,9,4.2,2,1,2,3.3,medium
13,Team_13,T13M2,10,4.9,2,2,2,3.2,medium
13,Team_13,T13M2,11,5.8,5,1,1,3.4,medium
13,Team_13,T13M2,12,4.2,3,1,3,2.9,medium
13,Team_13,T13M2,13,5.3,6,0,3,3.4,medium
13,Team_13,T13M2,14,4.5,6,2,1,3.4,medium
13,Team_13,T13M3,1,6.9,7,1,4,4.3,medium
13,Team_13,T13M3,2,7.2,4,2,2,3.9,medium
13,Team_13,T13M3,3,8.9,11,2,5,3.9,medium
13,Team_13,T13M3,4,9.1,8,0,3,4.6,medium
13,Team_13,T13M3,5,5.8,5,2,2,3.4,medium
13,Team_13,T13M3,6,8.6,5,2,4,4.0,medium
13,Team_13,T13M3,7,8.2,10,0,4,4.2,medium
13,Team_13,T13M3,8,7.5,10,2,3,4.4,medium
13,Team_13,T13M3,9,5.3,6,2,3,3.8,medium
13,Team_13,T13M3,10,5.7,3,2,3,3.7,medium
13,Team_13,T13M3,11,9.1,5,0,5,4.6,medium
13,Team_13,T13M3,12,8.4,11,1,4,3.9,medium
13,Team_13,T13M3,13,7.9,8,1,2,3.8,medium
13,Team_13,T13M3,14,6.9,7,2,4,3.8,medium
13,Team_13,T13M4,1,8.3,4,1,4,4.6,medium
13,Team_13,T13M4,2,5.6,7,1,2,3.4,medium
13,Team_13,T13M4,3,7.5,8,0,2,3.6,medium
13,Team_13,T13M4,4,9.4,8,1,4,4.6,medium
13,Team_13,T13M4,5,7.9,4,1,2,4.5,medium
13,Team_13,T13M4,6,7.1,7,2,3,4.2,medium
13,Team_13,T13M4,7,7.6,4,1,4,4.0,medium
13,Team_13,T13M4,8,6.1,8,2,2,3.4,medium
13,Team_13,T13M4,9,9.0,6,0,3,3.8,medium
13,Team_13,T13M4,10,5.7,4,0,2,3.5,medium
13,Team_13,T13M4,11,7.4,6,0,4,3.5,medium
13,Team_13,T13M4,12,7.0,7,0,3,4.0,medium
13,Team_13,T13M4,13,6.9,4,1,4,4.2,medium
13,Team_13,T13M4,14,5.9,3,0,1,4.0,medium
13,Team_13,T13M5,1,3.7,2,0,1,3.4,medium
13,Team_13,T13M5,2,4.9,6,2,1,3.5,medium
13,Team_13,T13M5,3,3.4,2,0,0,2.9,medium
13,Team_13,T13M5,4,6.1,4,2,4,3.5,medium
13,Team_13,T13M5,5,6.4,8,1,3,3.5,medium
13,Team_13,T13M5,6,4.1,4,2,2,3.4,medium
13,Team_13,T13M5,7,2.9,4,1,2,3.2,medium
13,Team_13,T13M5,8,5.3,4,0,2,3.1,medium
13,Team_13,T13M5,9,6.8,7,1,3,4.0,medium
13,Team_13,T13M5,10,6.7,7,0,2,3.9,medium
13,Team_13,T13M5,11,3.8,2,2,1,3.4,medium
13,Team_13,T13M5,12,5.6,6,2,2,4.1,medium
13,Team_13,T13M5,13,3.9,3,1,2,2.8,medium
13,Team_13,T13M5,14,5.7,6,0,2,3.9,medium
14,Team_14,T14M1,1,10.5,15,1,6,4.4,high
14,Team_14,T14M1,2,9.2,10,2,3,4.1,high
14,Team_14,T14M1,3,10.4,12,2,6,4.9,high
14,Team_14,T14M1,4,9.3,10,1,5,3.9,high
14,Team_14,T14M1,5,10.0,12,1,4,4.8,high
14,Team_14,T14M1,6,9.9,7,1,4,4.8,high
14,Team_14,T14M1,7,10.4,14,2,6,5.0,high
14,Team_14,T14M1,8,8.8,12,2,3,4.6,high
14,Team_14,T14M1,9,10.1,8,0,4,4.2,high
14,Team_14,T14M1,10,9.4,8,2,4,4.0,high
14,Team_14,T14M1,11,12.0,8,0,6,4.7,high
14,Team_14,T14M1,12,12.5,10,0,5,5.0,high
14,Team_14,T14M1,13,9.4,11,2,3,4.4,high
14,Team_14,T14M1,14,11.6,6,2,5,5.0,high
14,Team_14,T14M2,1,7.4,3,0,4,3.9,medium
14,Team_14,T14M2,2,5.9,4,2,1,3.2,medium
14,Team_14,T14M2,3,5.9,7,0,3,4.1,medium
14,Team_14,T14M2,4,7.1,4,2,4,3.7,medium
14,Team_14,T14M2,5,6.1,3,1,3,4.0,medium
14,Team_14,T14M2,6,8.2,6,2,3,4.0,medium
14,Team_14,T14M2,7,9.5,8,0,3,4.8,medium
14,Team_14,T14M2,8,9.5,8,0,3,4.6,medium
14,Team_14,T14M2,9,6.4,7,2,4,3.4,medium
14,Team_14,T14M2,10,7.3,8,0,3,4.3,medium
14,Team_14,T14M2,11,6.9,7,0,4,4.4,medium
14,Team_14,T14M2,12,8.5,9,0,3,4.4,medium
14,Team_14,T14M2,13,7.5,6,2,3,4.0,medium
14,Team_14,T14M2,14,6.5,7,2,2,3.6,medium
14,Team_14,T14M3,1,5.7,6,0,2,4.0,medium
14,Team_14,T14M3,2,5.1,6,0,2,3.1,medium
14,Team_14,T14M3,3,5.1,3,0,2,3.8,medium
14,Team_14,T14M3,4,8.5,7,1,4,3.9,medium
14,Team_14,T14M3,5,6.8,9,2,3,3.7,medium
14,Team_14,T14M3,6,4.7,5,0,3,3.6,medium
14,Team_14,T14M3,7,5.2,3,2,1,3.8,medium
14,Team_14,T14M3,8,5.1,3,0,2,4.0,medium
14,Team_14,T14M3,9,5.8,5,0,1,4.0,medium
14,Team_14,T14M3,10,8.1,6,2,4,4.0,medium
14,Team_14,T14M3,11,5.1,6,0,1,3.9,medium
14,Team_14,T14M3,12,7.3,4,1,3,4.4,medium
14,Team_14,T14M3,13,5.7,7,1,2,3.3,medium
14,Team_14,T14M3,14,6.3,9,1,3,3.9,medium
15,Team_15,T15M1,1,11.8,7,2,6,4.4,high
15,Team_15,T15M1,2,12.4,8,1,7,5.0,high
15,Team_15,T15M1,3,10.9,10,2,5,5.0,high
15,Team_15,T15M1,4,11.0,15,2,4,4.7,high
15,Team_15,T15M1,5,10.5,14,1,4,4.2,high
15,Team_15,T15M1,6,11.2,5,2,6,5.0,high
15,Team_15,T15M1,7,10.9,11,2,5,4.7,high
15,Team_15,T15M1,8,11.3,12,1,6,5.0,high
15,Team_15,T15M1,9,10.5,12,2,5,4.3,high
15,Team_15,T15M1,10,11.9,16,2,4,4.4,high
15,Team_15,T15M1,11,12.3,12,1,6,5.0,high
15,Team_15,T15M1,12,8.9,8,0,4,4.7,high
15,Team_15,T15M1,13,8.8,6,2,4,4.2,high
15,Team_15,T15M1,14,9.5,9,2,4,4.0,high
15,Team_15,T15M2,1,7.2,8,0,2,3.8,medium
15,Team_15,T15M2,2,3.4,3,0,2,3.6,medium
15,Team_15,T15M2,3,5.8,8,2,1,3.8,medium
15,Team_15,T15M2,4,5.1,4,0,1,3.9,medium
15,Team_15,T15M2,5,4.6,5,2,2,3.6,medium
15,Team_15,T15M2,6,4.7,4,0,3,3.2,medium
15,Team_15,T15M2,7,4.6,6,1,3,3.4,medium
15,Team_15,T15M2,8,6.1,3,0,3,3.4,medium
15,Team_15,T15M2,9,6.1,7,0,3,3.8,medium
15,Team_15,T15M2,10,4.0,5,1,1,3.3,medium
15,Team_15,T15M2,11,6.4,7,0,3,3.3,medium
15,Team_15,T15M2,12,5.8,6,0,2,3.6,medium
15,Team_15,T15M2,13,5.6,5,1,1,3.7,medium
15,Team_15,T15M2,14,3.5,4,2,1,3.6,medium
15,Team_15,T15M3,1,8.4,5,0,3,4.1,medium
15,Team_15,T15M3,2,8.0,11,2,4,4.0,medium
15,Team_15,T15M3,3,8.1,9,0,4,4.0,medium
15,Team_15,T15M3,4,7.0,5,0,2,3.8,medium
15,Team_15,T15M3,5,8.4,10,1,5,4.2,medium
15,Team_15,T15M3,6,6.9,8,2,4,3.6,medium
15,Team_15,T15M3,7,6.5,7,2,3,4.2,medium
15,Team_15,T15M3,8,6.2,7,0,4,3.8,medium
15,Team_15,T15M3,9,8.2,9,1,5,4.1,medium
15,Team_15,T15M3,10,7.9,9,1,4,4.3,medium
15,Team_15,T15M3,11,9.0,7,1,3,4.3,medium
15,Team_15,T15M3,12,5.7,3,2,1,3.3,medium
15,Team_15,T15M3,13,8.6,5,1,5,4.0,medium
15,Team_15,T15M3,14,9.0,10,1,3,4.6,medium
15,Team_15,T15M4,1,1.0,1,2,1,3.1,low
15,Team_15,T15M4,2,3.6,3,0,2,3.5,low
15,Team_15,T15M4,3,3.8,3,2,0,3.7,low
15,Team_15,T15M4,4,2.2,3,2,1,3.4,low
15,Team_15,T15M4,5,0.8,1,0,1,3.0,low
15,Team_15,T15M4,6,4.1,3,0,3,3.5,low
15,Team_15,T15M4,7,3.2,4,2,2,3.2,low
15,Team_15,T15M4,8,3.7,5,1,1,2.9,low
15,Team_15,T15M4,9,3.4,2,0,2,3.2,low
15,Team_15,T15M4,10,2.1,1,2,1,2.6,low
15,Team_15,T15M4,11,3.0,2,1,1,3.3,low
15,Team_15,T15M4,12,1.2,0,1,1,2.3,low
15,Team_15,T15M4,13,4.4,4,2,2,3.4,low
15,Team_15,T15M4,14,2.9,2,2,1,3.1,low
16,Team_16,T16M1,1,8.3,7,2,4,3.8,high
16,Team_16,T16M1,2,7.2,5,1,3,3.8,high
16,Team_16,T16M1,3,7.1,8,2,3,4.4,high
16,Team_16,T16M1,4,9.6,14,0,3,4.6,high
16,Team_16,T16M1,5,8.1,11,2,5,3.9,high
16,Team_16,T16M1,6,6.4,8,1,2,3.7,high
16,Team_16,T16M1,7,8.4,6,2,4,4.2,high
16,Team_16,T16M1,8,8.3,8,1,5,3.9,high
16,Team_16,T16M1,9,8.3,12,0,5,4.2,high
16,Team_16,T16M1,10,8.8,6,2,3,4.6,high
16,Team_16,T16M1,11,8.0,4,2,4,4.5,high
16,Team_16,T16M1,12,9.2,8,0,5,4.5,high
16,Team_16,T16M1,13,6.4,7,0,2,3.3,high
16,Team_16,T16M1,14,7.0,5,0,4,4.2,high
16,Team_16,T16M2,1,5.4,4,1,1,3.5,medium
16,Team_16,T16M2,2,4.1,2,2,3,2.9,medium
16,Team_16,T16M2,3,6.6,3,0,3,4.3,medium
16,Team_16,T16M2,4,4.1,5,1,3,2.9,medium
16,Team_16,T16M2,5,6.7,6,1,4,3.4,medium
16,Team_16,T16M2,6,4.3,3,2,2,3.6,medium
16,Team_16,T16M2,7,7.0,5,2,2,3.7,medium
16,Team_16,T16M2,8,7.2,10,2,4,3.8,medium
16,Team_16,T16M2,9,7.4,7,2,2,3.6,medium
16,Team_16,T16M2,10,3.7,4,2,2,3.7,medium
16,Team_16,T16M2,11,4.8,6,2,2,3.2,medium
16,Team_16,T16M2,12,7.3,9,0,2,3.6,medium
16,Team_16,T16M2,13,6.1,4,0,2,3.9,medium
16,Team_16,T16M2,14,5.9,3,2,2,3.8,medium
16,Team_16,T16M3,1,1.3,0,2,0,3.2,low
16,Team_16,T16M3,2,1.8,2,0,0,2.6,low
16,Team_16,T16M3,3,0.6,0,1,0,2.5,low
16,Team_16,T16M3,4,3.0,3,0,2,3.2,low
16,Team_16,T16M3,5,3.6,5,0,0,3.0,low
16,Team_16,T16M3,6,3.5,4,2,1,3.0,low
16,Team_16,T16M3,7,1.8,2,1,0,2.8,low
16,Team_16,T16M3,8,1.8,1,2,0,2.5,low
16,Team_16,T16M3,9,2.8,3,0,2,2.8,low
16,Team_16,T16M3,10,3.3,3,2,0,3.5,low
16,Team_16,T16M3,11,3.7,4,2,2,3.2,low
16,Team_16,T16M3,12,2.7,3,2,1,3.1,low
16,Team_16,T16M3,13,4.3,4,0,2,3.3,low
16,Team_16,T16M3,14,3.9,4,1,0,3.2,low
17,Team_17,T17M1,1,9.6,11,2,5,4.1,high
17,Team_17,T17M1,2,9.6,9,0,5,4.9,high
17,Team_17,T17M1,3,10.2,15,2,6,4.5,high
17,Team_17,T17M1,4,9.0,6,1,3,3.9,high
17,Team_17,T17M1,5,9.1,4,0,5,4.7,high
17,Team_17,T17M1,6,9.0,8,1,3,3.8,high
17,Team_17,T17M1,7,10.2,6,2,6,4.9,high
17,Team_17,T17M1,8,10.9,8,2,6,4.4,high
17,Team_17,T17M1,9,10.2,8,2,4,4.6,high
17,Team_17,T17M1,10,9.1,12,2,4,4.2,high
17,Team_17,T17M1,11,11.1,10,1,6,4.2,high
17,Team_17,T17M1,12,11.1,10,0,4,4.7,high
17,Team_17,T17M1,13,8.7,5,0,4,4.3,high
17,Team_17,T17M1,14,10.9,12,1,5,4.9,high
17,Team_17,T17M2,1,4.8,3,1,1,3.2,medium
17,Team_17,T17M2,2,4.4,4,0,3,3.4,medium
17,Team_17,T17M2,3,7.5,4,0,3,4.4,medium
17,Team_17,T17M2,4,6.0,5,2,3,3.2,medium
17,Team_17,T17M2,5,6.8,7,1,2,3.6,medium
17,Team_17,T17M2,6,6.3,6,1,2,3.5,medium
17,Team_17,T17M2,7,5.6,3,2,1,3.7,medium
17,Team_17,T17M2,8,6.0,3,2,2,4.1,medium
17,Team_17,T17M2,9,6.3,3,1,3,3.4,medium
17,Team_17,T17M2,10,4.0,4,2,2,3.2,medium
17,Team_17,T17M2,11,4.5,2,1,3,3.5,medium
17,Team_17,T17M2,12,7.4,7,0,2,4.0,medium
17,Team_17,T17M2,13,4.4,4,0,3,3.5,medium
17,Team_17,T17M2,14,6.0,5,0,4,3.7,medium
17,Team_17,T17M3,1,8.4,7,2,5,4.6,medium
17,Team_17,T17M3,2,8.6,9,1,3,4.0,medium
17,Team_17,T17M3,3,8.3,11,0,4,4.3,medium
17,Team_17,T17M3,4,7.4,5,0,4,4.2,medium
17,Team_17,T17M3,5,5.2,5,2,1,3.4,medium
17,Team_17,T17M3,6,6.0,7,1,3,3.3,medium
17,Team_17,T17M3,7,6.9,7,1,4,3.8,medium
17,Team_17,T17M3,8,6.7,5,2,3,4.1,medium
17,Team_17,T17M3,9,6.9,8,1,2,3.7,medium
17,Team_17,T17M3,10,7.4,5,1,4,3.8,medium
17,Team_17,T17M3,11,8.0,9,2,3,4.4,medium
17,Team_17,T17M3,12,7.0,8,0,2,3.6,medium
17,Team_17,T17M3,13,6.8,5,2,4,4.1,medium
17,Team_17,T17M3,14,8.0,5,2,3,4.4,medium
